answer,guessed,num_guessed,time_to_solve
otter,semee#hayey#cooer#order#oiler#otter,6,2.24
baron,semee#gayly#taata#karoo#caron#baron,6,2.38
easel,semee#tyees#easer#easel,4,2.24
fewer,semee#reney#perea#deter#leger#bever#hewer#fewer,8,2.25
spelt,semee#syens#stear#sieth#slept#spelt,6,2.21
cyber,semee#hayey#ryper#tyler#cyber,5,2.26
weird,semee#feyly#reata#decor#jerid#weird,6,2.25
moult,semee#thymy#matai#molto#moult,5,2.5
patsy,semee#lassy#karsy#daisy#tansy#patsy,6,2.5
needy,semee#peeoy#leery#teeny#needy,5,2.24
quark,semee#gayly#araba#hoard#tuart#quark,6,2.42
rainy,semee#gayly#tarry#rainy,4,2.35
glint,semee#gayly#gloop#glint,4,2.35
worst,semee#lassy#roost#horst#worst,5,2.52
stove,semee#sasse#soyle#store#stone#stope#stoke#stove,8,2.29
drift,semee#gayly#poori#britt#drift,5,2.46
geeky,semee#peeoy#leery#teeny#beefy#heedy#geeky,7,2.27
chunk,semee#gayly#poori#butut#chuck#chunk,6,2.47
vague,semee#fayre#kanae#haole#waite#cadge#gauze#vague,8,2.35
until,semee#gayly#loord#filii#until,5,2.45
sugar,semee#sassy#scala#sonar#sitar#sugar,6,2.36
scorn,semee#sassy#sooth#scour#scorn,5,2.33
tenor,semee#feyly#reata#tenor,4,2.29
binge,semee#fayre#looie#twite#niche#jinne#binge,7,2.39
thyme,semee#maybe#rhyme#thyme,4,2.27
broom,semee#thymy#praam#broom,4,2.47
gorge,semee#fayre#oorie#torte#corbe#horde#porge#gorge,8,2.43
earth,semee#faery#earnt#earth,4,2.39
fraud,semee#gayly#araba#draco#fraud,5,2.46
eerie,semee#deere#eerie,3,2.23
usual,semee#lassy#plaas#usual,4,2.7
large,semee#fayre#parae#targe#large,5,2.35
donut,semee#gayly#poori#count#donut,5,2.47
never,semee#reney#neper#newer#never,5,2.29
quill,semee#gayly#woold#trill#chill#quill,6,2.48
chard,semee#gayly#araba#hoard#chard,5,2.55
mauve,semee#maybe#maare#mahoe#maile#matte#mauve,7,2.43
agile,semee#fayre#alate#anole#agile,5,2.39
aloof,semee#gayly#alaap#aloof,4,2.5
crony,semee#gayly#rooty#frory#irony#crony,6,2.46
chump,semee#thymy#whamo#rhumb#chump,5,2.52
fruit,semee#gayly#poori#britt#fruit,5,2.5
alloy,semee#gayly#alary#alloy,4,2.49
apple,semee#fayre#alate#anole#agile#apple,6,2.41
angel,semee#hayey#zoaea#arret#alien#angel,6,2.44
rerun,semee#feyly#reata#reorg#recur#rerun,6,2.41
azure,semee#fayre#aware#abore#antre#alure#azure,7,2.5
rower,semee#hayey#cooer#borer#roper#roger#roker#rower,8,2.53
latch,semee#gayly#laari#lazzo#latch,5,2.57
chick,semee#gayly#poori#binit#chich#chick,6,2.57
labor,semee#gayly#laari#labor,4,2.55
sober,semee#sises#skyey#spaer#sorer#soler#sober,7,2.4
basil,semee#lassy#nasal#basil,4,2.67
royal,semee#gayly#royal,3,2.55
extra,semee#faery#extra,3,2.61
ditch,semee#gayly#poori#binit#titch#hitch#fitch#ditch,8,2.63
quite,semee#fayre#looie#twite#quite,5,2.5
voter,semee#hayey#cooer#borer#goier#toter#noter#doter#voter,9,2.6
dross,semee#lassy#cross#pross#dross,5,2.73
prude,semee#fayre#oorie#truce#brule#prune#prude,7,2.53
pouty,semee#gayly#rooty#totty#pouty,5,2.58
satyr,semee#sassy#sayon#satyr,4,2.44
plier,semee#hayey#cooer#trier#plier,5,2.52
rebel,semee#reney#refer#relet#rebel,5,2.46
pulse,semee#rasse#poyse#pulse,4,2.46
jolly,semee#gayly#cooly#roily#tolly#lolly#holly#polly#folly#dolly#wolly#jolly,12,2.72
smart,semee#smash#smaak#smart,4,2.45
freak,semee#faery#freak,3,2.6
liner,semee#hayey#cooer#trier#piler#liner,6,2.62
dingo,semee#gayly#boong#tigon#pingo#dingo,6,2.7
canal,semee#gayly#laari#talak#canal,5,2.64
kneed,semee#aweel#ogeed#treed#kneed,5,2.53
rowdy,semee#gayly#rooty#rocky#roupy#rowdy,6,2.69
group,semee#gayly#gonof#grout#group,5,2.64
goody,semee#gayly#goory#goony#gooby#goopy#goofy#goody,8,2.67
moody,semee#thymy#marry#mooly#moony#moody,6,2.65
grade,semee#fayre#roate#irade#grade,5,2.54
prune,semee#fayre#oorie#truce#brule#prune,6,2.59
silly,semee#sassy#slyly#soily#silly,5,2.54
proof,semee#gayly#poori#proof,4,2.7
preen,semee#aweel#ogeed#breer#freet#creep#preen,7,2.57
thumb,semee#thymy#thumb,3,2.62
squat,semee#sassy#scala#sonar#shiai#squat,6,2.61
joint,semee#gayly#poori#noint#joint,5,2.78
cheek,semee#aweel#ogeed#breer#theek#cheek,6,2.69
knelt,semee#faery#doeth#inept#knelt,5,2.67
steam,semee#stems#steam,3,2.51
juice,semee#fayre#looie#twite#chine#juice,6,2.66
tread,semee#faery#arear#oread#tread,5,2.69
harpy,semee#gayly#tarry#carny#barby#harpy,6,2.67
renal,semee#feyly#pearl#neral#renal,5,2.63
daunt,semee#gayly#taata#ratoo#haint#naunt#daunt,7,2.68
ether,semee#aweel#erred#enter#ether,5,2.57
final,semee#gayly#alaap#roral#tical#binal#final,7,2.77
mango,semee#thymy#praam#macon#mango,5,2.81
rocky,semee#gayly#rooty#rocky,4,2.65
child,semee#gayly#woold#trild#child,5,2.72
spill,semee#sassy#sooth#skirr#spill,5,2.62
moldy,semee#thymy#marry#mooly#moldy,5,2.77
gypsy,semee#lassy#boysy#gypsy,4,2.91
focus,semee#lassy#boors#toits#cocks#hocus#focus,7,3.03
doubt,semee#gayly#poori#count#doubt,5,2.74
posse,semee#rasse#posse,3,2.61
newer,semee#reney#neper#newer,4,2.59
rayon,semee#gayly#rayah#rayon,4,2.72
widow,semee#gayly#poori#idiot#bidon#widow,6,2.78
demur,semee#hempy#reman#lemur#femur#demur,6,2.63
wield,semee#faery#doeth#bield#wield,5,2.77
knead,semee#faery#aheap#zoeal#tweak#knead,6,2.79
check,semee#faery#doeth#chelp#check,5,2.86
relay,semee#feyly#leary#relay,4,2.7
flute,semee#fayre#folie#flute,4,2.64
jetty,semee#feyly#teary#deity#netty#betty#petty#jetty,8,2.67
media,semee#reamy#metal#media,4,2.64
juicy,semee#gayly#rooty#chivy#juicy,5,2.88
sower,semee#sises#skyey#spaer#sorer#soler#sober#soger#sower,9,2.72
might,semee#thymy#match#might,4,2.97
foyer,semee#hayey#toyer#coyer#foyer,5,2.72
strip,semee#sassy#sooth#sprit#strip,5,2.74
minor,semee#thymy#praam#moron#minor,5,2.91
gouge,semee#fayre#looie#botte#coupe#gouge,6,2.72
bison,semee#lassy#boson#bison,4,2.9
leave,semee#yente#leare#leave,4,2.71
jaunt,semee#gayly#taata#ratoo#haint#naunt#daunt#vaunt#jaunt,9,2.97
blush,semee#lassy#glost#flisk#blush,5,2.99
brash,semee#lassy#agast#crash#brash,5,2.94
niche,semee#fayre#looie#twite#niche,5,2.74
pecan,semee#feyly#reata#pecan,4,2.78
snuff,semee#sassy#sooth#skirr#scull#swung#snuff,7,2.85
spout,semee#sassy#sooth#stour#scout#snout#spout,7,2.73
pleat,semee#faery#aheap#pleat,4,2.91
level,semee#reney#teaed#level,4,2.67
gayly,semee#gayly,2,2.78
pubic,semee#gayly#poori#pipit#pubic,5,2.89
elfin,semee#faery#elfin,3,2.88
fluke,semee#fayre#folie#flute#fluke,5,2.78
stick,semee#sassy#sooth#sprit#still#stick,6,2.78
forth,semee#gayly#poori#torch#north#forth,6,3.0
human,semee#yampy#atman#roman#liman#human,6,2.75
impel,semee#matey#golem#impel,4,2.77
notch,semee#gayly#poori#count#notch,5,2.93
beefy,semee#peeoy#leery#teeny#beefy,5,2.77
delay,semee#feyly#leary#belay#delay,5,2.77
modal,semee#thymy#praam#molal#monal#modal,6,2.96
angst,semee#lassy#agast#angst,4,3.01
gland,semee#gayly#graal#glaik#gland,5,2.88
tithe,semee#fayre#looie#twite#tithe,5,2.78
briar,semee#gayly#araba#broad#briar,5,3.04
reply,semee#feyly#vealy#reply,4,2.77
daily,semee#gayly#parly#haily#daily,5,2.92
wight,semee#gayly#boong#rigid#tight#hight#pight#fight#kight#wight,10,3.01
dumpy,semee#yampy#rumpy#tumpy#lumpy#bumpy#humpy#dumpy,8,2.91
cower,semee#hayey#cooer#corer#coper#coder#cower,7,2.95
sedan,semee#sessa#segar#setal#sedan,5,2.8
tease,semee#cesse#peyse#tease,4,2.77
imbue,semee#maybe#brome#imbue,4,2.8
pique,semee#fayre#looie#twite#niche#pique,6,2.83
paddy,semee#gayly#tarry#zaidy#candy#baddy#paddy,7,3.02
shrub,semee#sassy#sooth#shirr#shrub,5,2.89
small,semee#smash#smaak#smart#small,5,2.87
greed,semee#aweel#ogeed#greed,4,2.84
await,semee#gayly#araba#awato#await,5,2.99
paper,semee#hayey#caaed#pareo#pater#paler#paper,7,2.92
brine,semee#fayre#oorie#trite#crine#urine#brine,7,2.98
bacon,semee#gayly#taata#karoo#caboc#bacon,6,3.03
awash,semee#lassy#agast#abash#awash,5,3.09
spawn,semee#sassy#scala#shako#starr#spain#spawn,7,2.95
crane,semee#fayre#roate#irade#crane,5,2.93
haste,semee#rasse#taste#caste#baste#haste,6,2.89
stung,semee#sassy#sooth#sprit#stull#stuck#stung,7,2.91
lyric,semee#gayly#xylol#lyric,4,3.11
quick,semee#gayly#poori#binit#chich#quick,6,3.0
elder,semee#aweel#elder,3,2.89
cedar,semee#feyly#reata#cedar,4,2.91
femme,semee#lemme#femme,3,2.83
slush,semee#sassy#slosh#slish#slush,5,2.86
corer,semee#hayey#cooer#corer,4,2.9
habit,semee#gayly#taata#ratoo#haint#habit,6,3.03
anger,semee#hayey#zoaea#arret#aider#abler#acker#auger#anger,9,3.07
witch,semee#gayly#poori#binit#titch#hitch#fitch#ditch#witch,9,3.13
penny,semee#feyly#teary#peony#penny,5,3.02
sooth,semee#sassy#sooth,3,2.95
aging,semee#gayly#again#aging,4,3.05
weigh,semee#feyly#reata#geoid#being#heigh#weigh,7,2.97
crick,semee#gayly#poori#britt#crick,5,3.08
slope,semee#sasse#soyle#slope,4,2.92
limit,semee#yampy#nomoi#limit,4,2.95
booth,semee#gayly#poori#tooth#booth,5,3.06
belly,semee#feyly#vealy#reply#telly#nelly#belly,7,2.98
merry,semee#reamy#merry,3,2.92
rearm,semee#reamy#rearm,3,2.94
empty,semee#premy#empty,3,3.11
croup,semee#gayly#poori#dropt#croup,5,3.12
gonad,semee#gayly#grana#gonad,4,3.05
elite,semee#yfere#elate#elite,4,3.0
blade,semee#fayre#alate#clade#blade,5,2.99
milky,semee#thymy#marry#mooly#milky,5,3.15
shard,semee#sassy#scala#shako#sharn#sharp#shard,7,3.12
fetch,semee#feyly#feart#fetid#fetch,5,2.99
perch,semee#feyly#reata#decor#ceric#perch,6,3.11
boxer,semee#hayey#cooer#borer#boner#bower#boxer,7,3.14
glaze,semee#fayre#alate#clade#plane#blaze#glaze,7,2.99
maize,semee#maybe#maare#mahoe#maile#maize,6,3.03
merge,semee#meare#merle#merde#merge,5,2.94
later,semee#hayey#caaed#pareo#rater#tater#later,7,3.08
fanny,semee#gayly#tarry#zaidy#cacky#nanny#fanny,7,3.13
swarm,semee#smash#swamy#swarm,4,3.02
beach,semee#feyly#reata#beano#beach,5,3.12
thrum,semee#thymy#tharm#thrum,4,3.14
omega,semee#premy#abeam#omega,4,3.25
wrest,semee#loess#presa#trest#crest#drest#wrest,7,3.43
ratio,semee#gayly#taata#ratoo#ratio,5,3.16
wooer,semee#hayey#cooer#wooer,4,3.17
spite,semee#sasse#soyle#surge#shite#spite,6,3.13
field,semee#faery#foehn#field,4,3.3
forgo,semee#gayly#boong#fogou#forgo,5,3.21
drink,semee#gayly#poori#britt#crick#drink,6,3.22
dowry,semee#gayly#rooty#worry#cowry#dowry,6,3.18
sieve,semee#stere#siege#sieve,4,3.03
amuse,semee#masse#amuse,3,3.01
blood,semee#gayly#loord#blood,4,3.17
puppy,semee#gayly#rooty#chivy#nunny#bubby#puppy,7,3.36
bathe,semee#fayre#kanae#haole#tache#bathe,6,3.12
filer,semee#hayey#cooer#trier#piler#filer,6,3.25
rumor,semee#yampy#nomoi#rumor,4,3.06
derby,semee#feyly#teary#derny#derby,5,3.11
quilt,semee#gayly#woold#trill#built#quilt,6,3.34
grope,semee#fayre#oorie#trone#prole#grope,6,3.29
stoop,semee#sassy#sooth#stoor#stool#stoop,6,3.22
coach,semee#gayly#araba#coati#coach,5,3.36
gusty,semee#lassy#toshy#rusty#busty#fusty#dusty#gusty,8,3.39
abbot,semee#gayly#araba#aboon#abbot,5,3.38
inert,semee#faery#overt#piert#inert,5,3.37
study,semee#sassy#slyly#sooty#stivy#study,6,3.19
welsh,semee#gesso#newsy#wersh#welsh,5,3.11
hairy,semee#gayly#tarry#hairy,4,3.24
cider,semee#hayey#cooer#crier#citer#cider,6,3.18
ample,semee#maybe#arame#amole#ample,5,3.21
rotor,semee#gayly#poori#rotor,4,3.27
cutie,semee#fayre#looie#civie#cutie,5,3.16
drama,semee#thymy#kaama#drama,4,3.34
prone,semee#fayre#oorie#trone#crone#prone,6,3.33
khaki,semee#gayly#araba#coati#piani#khadi#khaki,7,3.37
unmet,semee#gamey#romeo#timed#fumet#unmet,6,3.18
exist,semee#loess#earst#exist,4,3.51
stilt,semee#sassy#sooth#sprit#stilt,5,3.27
sperm,semee#stems#smear#sperm,4,3.24
mince,semee#maybe#moove#murre#mixte#mille#mince,7,3.2
foray,semee#gayly#ataxy#booay#foray,5,3.33
elate,semee#yfere#elate,3,3.15
savor,semee#sassy#saran#sapor#savor,5,3.19
affix,semee#gayly#araba#afoot#affix,5,3.34
debit,semee#feyly#reata#begot#debit,5,3.19
mower,semee#matey#mooed#moner#moper#mower,6,3.2
tract,semee#gayly#araba#draco#tract,5,3.38
swish,semee#sassy#slosh#shish#swish,5,3.24
agape,semee#fayre#alate#apace#agape,5,3.2
hinge,semee#fayre#looie#twite#niche#hinge,6,3.29
furry,semee#gayly#rooty#firry#furry,5,3.34
crown,semee#gayly#poori#trout#crock#crown,6,3.44
filmy,semee#thymy#loamy#blimy#filmy,5,3.41
stunk,semee#sassy#sooth#sprit#stull#stuck#stunk,7,3.31
total,semee#gayly#alaap#roral#total,5,3.43
apron,semee#gayly#araba#aport#apron,5,3.43
crash,semee#lassy#agast#crash,4,3.5
embed,semee#ameer#embed,3,3.2
merit,semee#reamy#metro#merit,4,3.22
harsh,semee#lassy#baisa#fatso#harsh,5,3.56
maybe,semee#maybe,2,3.18
stave,semee#sasse#soare#state#stale#stane#stade#stage#stake#stave,10,3.32
scone,semee#sasse#soyle#store#scone,5,3.44
frock,semee#gayly#poori#trout#crock#brock#frock,7,3.4
china,semee#gayly#araba#doona#tuina#china,6,3.47
hippy,semee#gayly#rooty#chivy#hinny#hippy,6,3.55
bunch,semee#gayly#poori#butut#bunch,5,3.42
lanky,semee#gayly#palay#lardy#laity#lawny#lanky,7,3.49
dizzy,semee#gayly#rooty#chivy#ninny#biffy#pippy#diddy#dizzy,9,3.51
drown,semee#gayly#poori#trout#crock#brond#drown,7,3.47
fatty,semee#gayly#tarry#catty#natty#batty#patty#fatty,8,3.48
semen,semee#semes#semen,3,3.24
rival,semee#gayly#alaap#roral#rival,5,3.48
still,semee#sassy#sooth#sprit#still,5,3.48
brown,semee#gayly#poori#trout#crock#brond#brown,7,3.55
inlay,semee#gayly#alary#onlay#inlay,5,3.42
plead,semee#faery#aheap#pleat#plead,5,3.47
crier,semee#hayey#cooer#crier,4,3.46
lapel,semee#hayey#caaed#pareo#tapet#lapel,6,3.37
mummy,semee#yampy#tommy#rummy#lummy#nummy#dummy#gummy#mummy,9,3.4
candy,semee#gayly#tarry#zaidy#candy,5,3.46
idiot,semee#gayly#poori#idiot,4,3.48
stake,semee#sasse#soare#state#stale#stane#stade#stage#stake,9,3.43
gamer,semee#gamey#gamer,3,3.28
dairy,semee#gayly#tarry#hairy#fairy#dairy,6,3.48
ghoul,semee#gayly#gloop#growl#ghoul,5,3.45
elude,semee#yfere#elate#elope#elide#elude,6,3.54
debut,semee#feyly#reata#begot#debit#debut,6,3.37
timer,semee#gamey#romeo#timer,4,3.52
weave,semee#yente#leare#ceaze#heave#deave#weave,7,3.41
super,semee#sises#skyey#spaer#super,5,3.38
point,semee#gayly#poori#point,4,3.69
quake,semee#fayre#alate#poake#quake,5,3.43
liege,semee#yfere#naeve#opepe#liege,5,3.39
kappa,semee#gayly#taata#barra#haika#nakfa#kappa,7,3.6
truss,semee#lassy#cross#briss#truss,5,3.68
pupil,semee#gayly#loord#filii#until#pupil,6,3.56
flown,semee#gayly#loord#choil#flout#flown,6,3.7
bawdy,semee#gayly#tarry#zaidy#candy#baddy#bawdy,7,3.53
tepee,semee#tepee,2,3.32
loamy,semee#thymy#loamy,3,3.55
farce,semee#fayre#farle#farce,4,3.42
arrow,semee#gayly#araba#aroid#arrow,5,3.7
heath,semee#feyly#reata#neath#beath#heath,6,3.59
couch,semee#gayly#poori#count#couch,5,3.75
spicy,semee#sassy#slyly#sooty#surfy#spicy,6,3.48
pearl,semee#feyly#pearl,3,3.48
chase,semee#rasse#lyase#abase#chase,5,3.45
drunk,semee#gayly#poori#truth#cruck#drunk,6,3.62
flank,semee#gayly#alaap#claro#flail#flank,6,3.66
hutch,semee#gayly#poori#butut#cutch#hutch,6,3.61
madam,semee#thymy#praam#kalam#madam,5,3.7
patio,semee#gayly#taata#ratoo#patio,5,3.62
paste,semee#rasse#taste#caste#baste#haste#paste,7,3.48
pasta,semee#lassy#tasar#basta#hasta#pasta,6,3.8
druid,semee#gayly#poori#britt#druid,5,3.6
trawl,semee#gayly#alaap#loath#trail#trawl,6,3.66
visit,semee#lassy#boson#ursid#visit,5,3.76
allay,semee#gayly#alary#allay,4,3.61
relax,semee#feyly#pearl#belar#relax,5,3.49
mammy,semee#yampy#gamay#rammy#tammy#lammy#hammy#mammy,8,3.53
drank,semee#gayly#araba#draco#drain#drant#drank,7,3.7
ninth,semee#gayly#poori#binit#ninth,5,3.69
fever,semee#reney#perea#deter#leger#bever#fever,7,3.53
faith,semee#gayly#taata#canto#parti#baith#haith#faith,8,3.81
batch,semee#gayly#taata#ratoo#vatic#catch#natch#batch,8,3.83
imply,semee#thymy#marry#imply,4,3.68
gloss,semee#lassy#floss#gloss,4,3.75
goose,semee#rasse#poyse#loose#noose#boose#goose,7,3.55
teeth,semee#peeoy#leear#beedi#teeth,5,3.59
racer,semee#hayey#caaed#racer,4,3.65
bless,semee#loess#bless,3,3.94
tabby,semee#gayly#tarry#tatty#tacky#tawny#tabby,7,3.77
stark,semee#sassy#scala#shako#skart#stark,6,3.56
soggy,semee#sassy#slyly#sooty#sorry#soupy#sonny#soddy#soggy,9,3.66
write,semee#fayre#oorie#trite#urite#write,6,3.68
lemon,semee#hempy#reman#lemon,4,3.56
frisk,semee#lassy#roost#crisp#brisk#frisk,6,4.01
rabid,semee#gayly#taata#karoo#raird#ranid#rabid,7,3.77
nudge,semee#fayre#looie#butte#punce#nudge,6,3.61
marry,semee#thymy#marry,3,3.76
toxin,semee#gayly#poori#noint#tonic#toxin,6,3.73
mocha,semee#thymy#marah#mocha,4,3.79
