answer,guessed,num_guessed,time_to_solve
worth,roate#dorts#north#forth#worth,5,2.11
north,orate#riots#north,3,1.95
druid,orate#vrils#bruin#druid,4,2.01
hussy,orate#lysin#cushy#husky#hussy,5,1.94
gazer,oater#laser#caner#hayer#fader#pager#gamer#gazer,8,2.04
apron,oater#soral#apron,3,2.31
bloom,orate#linos#cymol#gloom#bloom,5,2.12
clump,roate#lysin#mulch#clump,4,2.02
grasp,oater#arils#crash#grasp,4,2.13
dodge,oater#eloin#souce#podge#modge#bodge#wodge#dodge,8,2.12
epoch,orate#solei#peony#epoch,4,2.08
agent,orate#telia#stean#ahent#ament#agent,6,2.32
enema,oater#aisle#decan#quena#enema,5,2.3
merry,orate#liers#henry#decry#perry#merry,6,2.01
doubt,oater#toils#count#doubt,4,2.28
syrup,oater#nirls#scrum#syrup,4,1.99
diary,roate#liars#diary,3,2.09
manor,oater#labor#sapor#manor,4,2.12
gloat,orate#altos#ploat#gloat,4,2.2
gummy,roate#lysin#duchy#bumpy#gummy,5,2.1
pound,oater#loins#young#hound#pound,5,2.17
affix,oater#anils#aduki#acmic#affix,5,2.34
siren,roate#leirs#siren,3,2.06
synod,orate#loins#sycon#synod,4,2.29
crass,orate#urali#crans#crays#craps#crams#crags#crabs#craws#crass,10,2.11
harpy,orate#lairs#carny#hardy#harpy,5,2.14
chard,roate#liars#unary#chard,4,2.01
stank,roate#thali#scant#stand#stang#stank,6,2.07
terra,roate#alert#extra#terra,4,2.45
tumor,oater#stour#tumor,3,2.02
udder,orate#slier#under#udder,4,2.34
golly,roate#noils#could#jowly#hooly#polly#molly#golly,8,2.08
purge,oater#riels#prune#purge,4,2.45
rinse,orate#birle#rinse,3,2.07
dummy,oater#lysin#duchy#dumpy#dumky#dummy,6,2.28
snuck,roate#lysin#snuck,3,2.07
organ,oater#orals#orgia#organ,4,2.18
teeth,orate#lenti#pesty#teeth,4,2.04
scope,roate#oldie#scone#scope,4,2.07
flirt,orate#tirls#flirt,3,2.02
heavy,oater#aisle#decan#kehua#heapy#heavy,6,2.53
basic,oater#nails#basic,3,2.17
savor,orate#soral#sapor#savor,4,2.37
tribe,oater#relit#stire#trine#trice#tride#tripe#tribe,8,2.41
wrath,roate#frati#drats#praty#wrath,5,2.25
queen,roate#elsin#queyn#queen,4,2.4
cease,orate#liane#chase#cease,4,2.35
berry,oater#riels#prune#decry#herry#merry#berry,7,2.41
level,roate#liens#leuch#ledgy#lemel#level,6,2.43
scalp,roate#snail#scaly#scald#scalp,5,2.37
scrum,roate#nirls#scrum,3,2.29
spell,oater#liens#speld#spelk#spell,5,2.3
ether,orate#liter#tuner#steer#ether,5,2.48
elbow,oater#eloin#elbow,3,2.41
tooth,roate#volti#ponts#couth#fowth#booth#tooth,7,2.59
whack,orate#slain#quack#whack,4,2.39
gloom,oater#noils#cloud#globy#gloop#gloom,6,2.44
hippo,oater#noils#duomi#hippo,4,2.34
harem,roate#ariel#saner#cared#pareu#harem,6,2.55
scoop,roate#lions#scoup#scowp#scoop,5,2.1
trick,roate#tirls#trick,3,2.23
comic,oater#noils#coqui#comix#comic,5,2.28
endow,oater#eloin#envoy#endow,4,2.6
sleet,orate#islet#sleet,3,2.57
zesty,oater#teils#pesty#festy#zesty,5,2.28
shirt,orate#tirls#snirt#shirt,4,2.3
scary,roate#liars#snary#scary,4,2.37
ladle,oater#maile#sable#wanle#caple#hayle#dalle#ladle,8,2.31
cabby,roate#anils#gaucy#campy#caddy#cabby,6,2.27
scamp,roate#slain#scaud#scamp,4,2.42
razor,oater#labor#sapor#manor#favor#razor,6,2.53
duchy,roate#lysin#duchy,3,2.52
pride,roate#birle#crise#urine#pride,5,2.41
ovate,oater#ovate,2,2.15
growl,roate#droil#proul#growl,4,2.53
gooey,oater#solei#coney#dopey#homey#bogey#gooey,7,2.43
aorta,roate#sorta#porta#torta#aorta,5,2.42
grout,roate#lirot#snort#crout#grout,5,2.75
stuck,roate#sluit#stung#stuck,4,2.68
plain,oater#anils#linac#plain,4,2.3
prone,orate#drole#irone#crone#prone,5,2.42
gorge,oater#reoil#corse#morne#horde#porge#forge#gorge,8,2.74
bluff,roate#lysin#mulch#pluff#bluff,5,2.48
fugue,orate#slice#nudge#fugue,4,2.21
ahead,orate#alien#ahead,3,2.52
singe,oater#elsin#since#singe,4,2.54
whiff,orate#lysin#fichu#whiff,4,2.74
motel,oater#lotes#hotel#motel,4,2.28
minus,orate#lysin#incus#nidus#minus,5,2.31
fluke,orate#slice#blude#plume#kluge#fluke,6,2.47
plumb,oater#lysin#mulch#plumb,4,2.77
outdo,oater#octyl#ootid#outdo,4,2.27
scram,roate#liras#scran#scray#scrap#scram,6,2.86
inane,oater#aisle#image#inane,4,2.38
alpha,roate#anils#almud#alkyl#alpha,5,2.63
snack,oater#anils#snack,3,2.39
greed,oater#riles#unred#creed#preed#greed,6,2.74
upper,roate#slier#under#umber#upper,5,2.45
hefty,roate#lenti#pesty#hefty,4,2.45
right,orate#tirls#nitry#richt#right,5,2.34
lilac,roate#nails#aulic#lilac,4,2.34
spine,roate#slice#snide#shine#spine,5,2.64
gusto,oater#toils#snout#gusto,4,2.69
tract,roate#trail#trans#track#tract,5,2.41
scone,roate#oldie#scone,3,2.66
conch,roate#loins#poncy#gonch#conch,5,2.49
tonga,orate#altos#tomia#tonga,4,2.73
niece,oater#elsin#yince#niece,4,2.66
amply,orate#nails#phyla#amply,4,2.68
spade,orate#liane#chase#usage#spade,5,2.72
shave,orate#liane#chase#shade#shape#shame#shake#shave,8,2.82
exalt,roate#least#exalt,3,2.58
drill,oater#nirls#rubli#drily#drill,5,2.35
diode,roate#oldie#diode,3,2.38
broad,oater#soral#groan#croak#broad,5,2.6
snide,oater#elsin#since#snide,4,2.55
stein,oater#steil#stein,3,2.44
slick,roate#lysin#sulci#slick,4,2.52
egret,roate#tiler#strep#curet#egret,5,2.66
dopey,orate#solei#coney#dopey,4,2.47
ruler,oater#slier#puler#ruler,4,2.36
jazzy,oater#nails#gaucy#dampy#fabby#jazzy,6,2.73
union,oater#linos#incog#union,4,2.56
irony,orate#droil#irons#irony,4,2.34
hunky,oater#lysin#cundy#hunky,4,2.74
dusty,orate#lints#dusty,3,3.0
blame,orate#liane#scale#glade#blame,5,2.53
boast,oater#tolas#costa#hoast#boast,5,2.82
chafe,oater#aisle#nugae#chape#chafe,5,3.03
aside,oater#aisle#anise#aside,4,2.6
ridge,orate#birle#rinse#ridge,4,2.48
since,roate#slice#since,3,2.59
bravo,oater#soral#aroid#bravo,4,2.84
shire,oater#leirs#shire,3,2.55
tying,orate#tulsi#tying,3,2.59
clean,oater#aisle#clean,3,2.52
piper,roate#leirs#nicer#hider#piker#piper,6,2.63
dolly,oater#loins#could#godly#dowly#dooly#doyly#dolly,8,2.69
would,roate#noils#could#mould#would,5,2.49
music,orate#lysin#music,3,2.54
ready,oater#seral#redia#ready,4,2.63
dwelt,roate#steil#glent#dwelt,4,2.53
force,oater#reoil#corse#force,4,2.69
alert,oater#alert,2,2.91
angry,orate#lairs#azurn#angry,4,2.71
quark,roate#liars#unary#guard#quark,5,2.6
rider,oater#slier#nicer#hider#bider#wider#rider,7,2.78
lumpy,orate#lysin#lucky#lumpy,4,2.49
aware,roate#glare#snare#chare#quare#deare#maare#aware,8,2.65
dowel,roate#solei#loden#dowel,4,2.48
clash,oater#slain#clays#clash,4,2.93
spank,roate#snail#scand#shank#spank,5,2.66
topic,roate#toils#tonic#topic,4,2.7
forum,oater#roils#cornu#forum,4,2.75
lying,oater#lysin#lying,3,2.66
stick,oater#lints#stich#stick,4,2.56
stand,roate#thali#scant#stand,4,2.82
eerie,roate#birle#curie#kyrie#eerie,5,2.56
exist,orate#steil#nites#deist#exist,5,2.8
mushy,roate#lysin#cushy#pushy#mushy,5,2.95
curvy,orate#nirls#curdy#curvy,4,2.55
milky,oater#lysin#dimly#filmy#milky,5,2.77
tabby,roate#litas#daunt#tacky#tammy#taggy#tabby,7,2.73
trawl,roate#trail#trawl,3,2.79
amber,oater#alder#aimer#amber,4,2.72
pubic,orate#lysin#pudic#pubic,4,2.55
intro,roate#lirot#trois#intro,4,2.64
surer,roate#siler#super#suber#surer,5,2.77
dried,orate#ervil#cries#pried#fried#wried#dried,7,2.69
shorn,oater#roils#scorn#shorn,4,2.63
strap,oater#trial#scrat#stray#strad#strap,6,3.09
relay,oater#reals#renal#relay,4,3.19
spool,roate#lions#scold#slopy#spool,5,2.81
sever,orate#liers#syren#spuer#seder#sefer#sewer#sever,8,2.76
yield,orate#elsin#chiel#yield,4,2.88
while,orate#slice#guile#dwile#while,5,2.72
essay,orate#alien#uveas#sepad#essay,5,3.0
grade,orate#irade#grade,3,2.56
drape,oater#seral#erica#brane#drape,5,3.05
brink,roate#nirls#incur#briny#bring#brink,6,2.85
regal,oater#reals#renal#recal#regal,5,2.94
judge,orate#slice#nudge#pudge#mudge#budge#fudge#judge,8,2.87
kebab,roate#alien#uveas#decay#bekah#kebab,6,2.92
opine,oater#olein#opine,3,2.61
swill,orate#lysin#sulci#slish#spill#skill#swill,7,3.08
shalt,roate#thali#shalt,3,2.68
idyll,orate#lysin#dimly#idyll,4,2.64
chest,orate#tiles#scent#chest,4,2.67
audit,orate#tails#antic#audit,4,2.98
biome,roate#oldie#pioye#biome,4,2.63
shelf,roate#elsin#luces#speld#shelf,5,2.74
parse,oater#raile#carse#parse,4,3.22
savvy,roate#nails#saucy#sappy#sammy#saggy#savvy,7,2.73
wafer,orate#laser#caner#hayer#fader#wafer,6,3.09
boost,oater#toils#souct#gosht#boost,5,3.03
lathe,orate#lathe,2,2.64
blare,orate#glare#blare,3,2.73
sneak,orate#alien#scena#snead#sneap#sneak,6,2.8
cobra,orate#solar#noria#copra#cobra,5,2.94
testy,roate#lenti#pesty#festy#zesty#testy,6,2.75
aisle,oater#aisle,2,2.84
ombre,roate#drole#ourie#ochre#ombre,5,2.54
snipe,oater#nelis#since#snide#snipe,5,2.93
hilly,roate#lysin#dimly#hiply#hilly,5,2.99
fiber,oater#slier#nicer#hider#piker#mixer#giber#fiber,8,2.86
magic,oater#nails#machi#magic,4,3.3
drier,roate#slier#icier#drier,4,3.41
kappa,oater#nails#gaucy#dawah#pampa#kappa,6,3.14
beefy,oater#elsin#chyme#kedgy#weepy#beefy,6,3.27
focus,roate#noils#doucs#hocus#focus,5,3.0
nadir,orate#rails#naric#nadir,4,3.32
witty,oater#liths#ditzy#nitty#bitty#kitty#witty,7,2.75
thrum,orate#tirls#turfy#thrum,4,2.75
trial,oater#trail#trial,3,2.92
labor,oater#labor,2,2.93
juicy,oater#lysin#juicy,3,2.75
beget,oater#tiles#unmet#beget,4,2.88
molar,oater#solar#polar#molar,4,2.88
silky,orate#lysin#idyls#slimy#silky,5,2.86
hobby,orate#linos#coypu#howdy#hobby,5,3.01
buggy,oater#lysin#duchy#bumpy#buggy,5,3.03
maybe,roate#aisle#dance#mauve#maybe,5,2.8
grass,oater#liras#crans#praus#drays#grams#grabs#gravs#grass,9,3.02
gourd,oater#roils#cornu#gourd,4,2.91
suave,oater#aisle#spane#suave,4,2.88
plane,roate#liane#slane#plane,4,2.83
flick,orate#lysin#picul#child#flick,5,3.28
prior,roate#droil#crios#prion#prior,5,3.34
utile,oater#steil#utile,3,3.33
adobe,oater#alone#apode#adobe,4,3.14
radio,roate#radio,2,3.16
bough,orate#loins#coypu#dough#bough,5,3.13
river,oater#slier#nicer#hider#piker#mixer#giber#fiver#wiver#jiver#viver#river,12,3.09
condo,roate#loins#poncy#condo,4,2.79
pulse,orate#slice#dulse#pulse,4,2.97
scene,roate#slice#scene,3,3.22
flung,roate#lysin#clung#flung,4,2.95
deity,orate#lenti#seity#deity,4,3.01
matey,roate#telia#etnas#cadet#matey,5,3.13
image,orate#liane#image,3,2.78
ionic,oater#noils#yonic#monic#ionic,5,3.01
lunch,oater#lysin#lunch,3,3.29
alarm,roate#liars#gnarl#clary#alarm,5,3.06
cater,orate#alert#retia#cater,4,3.35
olden,orate#olein#olden,3,3.16
swoop,roate#lions#scoup#swoop,4,3.01
ardor,roate#carol#arson#ardor,4,3.2
brine,roate#birle#brise#brine,4,3.24
brain,roate#liars#drain#grain#brain,5,2.88
clang,orate#snail#clang,3,3.34
shark,oater#rials#snary#scarp#shard#shark,6,3.38
balmy,oater#nails#lauch#baldy#balmy,5,3.74
yacht,roate#tails#natch#yacht,4,3.07
vital,orate#litas#cital#dital#vital,5,3.26
curse,oater#liers#nurse#curse,4,2.94
adore,roate#arose#adore,3,2.85
place,roate#liane#scale#clade#place,5,3.01
blend,roate#lenis#unled#blend,4,3.27
phase,roate#liane#chase#phase,4,3.05
foist,oater#toils#hoist#moist#foist,5,3.09
nanny,orate#nails#nauch#nappy#naggy#navvy#nanny,7,3.05
sheik,orate#lines#sepic#sheik,4,3.09
skimp,oater#lysin#scudi#skimp,4,2.95
brief,orate#ervil#cries#pried#grief#brief,6,2.99
cable,oater#maile#sable#cable,4,3.48
delve,orate#slice#lunge#phyle#delve,5,3.25
amass,roate#snail#chays#quads#jaaps#amass,6,3.02
ample,roate#aisle#ancle#ample,4,2.93
betel,oater#lites#betel,3,3.0
batty,orate#laity#nasty#bawty#batty,5,2.92
faith,oater#tails#daint#baith#faith,5,3.14
midge,roate#slice#indue#midge,4,3.12
verse,oater#riels#nurse#herse#perse#merse#verse,7,3.25
pence,orate#slice#dunce#hence#pence,5,3.15
hence,orate#slice#dunce#hence,4,3.23
truer,roate#tiler#tuner#truer,4,3.07
penal,oater#aisle#clean#penal,4,3.25
helix,orate#liens#clied#helix,4,3.05
motor,roate#torsi#court#motor,4,3.09
leggy,roate#lines#leuch#ledgy#leggy,5,3.55
chant,roate#thali#ghast#chant,4,3.16
enter,roate#liter#cuter#ester#enter,5,3.23
ounce,orate#oldie#ounce,3,3.12
quoth,oater#toils#punto#quoth,4,3.34
urban,orate#arils#urman#urban,4,3.21
skulk,roate#lysin#schul#slump#skulk,5,3.13
tonic,oater#toils#tonic,3,3.25
crepe,oater#leirs#prune#grype#crepe,5,3.2
grope,orate#drole#irone#prose#grope,5,3.41
plume,orate#slice#blude#plume,4,2.95
moist,roate#toils#hoist#moist,4,3.36
aunty,oater#alist#aunty,3,3.0
wince,oater#elsin#yince#mince#wince,5,3.65
primo,oater#loirs#rhino#primo,4,3.44
vying,roate#lysin#dying#hying#vying,5,3.46
enemy,oater#elsin#enzym#enemy,4,3.47
saint,roate#alist#saint,3,3.47
orbit,roate#lirot#droit#orbit,4,3.28
gipsy,oater#lysin#spicy#gipsy,4,3.47
rabid,orate#rails#ranid#rapid#rabid,5,3.38
craft,orate#trail#brast#drant#craft,5,3.21
frock,orate#droil#crons#broch#frock,5,3.35
grain,oater#arils#drain#grain,4,3.73
stock,oater#toils#stoun#stock,4,3.73
tempo,oater#teloi#tempo,3,3.56
winch,roate#lysin#cuing#pinch#finch#winch,6,3.53
tweet,roate#steil#thegn#tweed#tweep#tweet,6,3.24
elder,orate#leirs#ulcer#plyer#elder,5,3.26
chalk,roate#snail#luach#chalk,4,3.18
arson,oater#soral#arson,3,3.43
asset,roate#telia#etnas#sated#ashet#asset,6,3.41
ideal,orate#alien#ideal,3,3.39
drama,orate#urali#crans#grapy#drama,5,3.22
stake,roate#stale#stane#stade#stage#stake,6,3.12
exact,orate#least#enact#epact#exact,5,3.29
aloof,oater#aloin#alods#aloha#aloof,5,3.44
cigar,roate#lairs#dinar#cimar#cigar,5,3.36
boozy,oater#lions#choux#moody#goopy#boofy#booky#boozy,8,3.31
chasm,oater#anils#scaud#chasm,4,3.33
grape,oater#lears#irade#crane#grape,5,3.45
sulky,oater#lysin#sulky,3,3.84
karma,roate#laris#carny#garum#marah#parma#karma,7,3.31
glaze,oater#aisle#ulnae#clade#plage#glaze,6,3.41
clout,oater#toils#clout,3,3.38
parer,roate#ariel#nares#cared#pareu#parev#parer,7,3.95
wryly,orate#vrils#dryly#wryly,4,3.19
inept,oater#teils#ident#inept,4,3.38
foggy,roate#noils#coypu#howdy#moggy#boggy#foggy,7,3.18
parry,roate#arils#carny#hardy#parky#parry,6,3.86
tally,orate#tails#tauld#tally,4,3.33
sheep,oater#silen#spued#sypes#sheep,5,3.2
duvet,oater#tiles#unmet#duvet,4,3.33
these,orate#stile#tense#these,4,3.35
soapy,roate#loans#soapy,3,3.33
biddy,roate#lysin#juicy#midgy#biddy,5,3.32
quash,roate#slain#chays#quash,4,3.22
assay,orate#anils#adsum#assay,4,3.33
radar,orate#laris#ranch#rammy#radar,5,3.68
aider,oater#alder#aider,3,3.29
quell,orate#elsin#leuch#muley#quell,5,3.7
plier,roate#slier#plier,3,3.34
gecko,oater#eloin#souce#decoy#gecko,5,3.68
avoid,roate#aloin#azoic#avoid,4,3.37
claim,orate#snail#claim,3,3.31
smoky,roate#lions#scoup#skody#smoky,5,3.37
dowry,oater#loirs#yourn#cowry#dowry,5,3.91
missy,roate#lysin#dishy#pisky#cissy#missy,6,3.4
crept,roate#tiler#stern#crept,4,4.02
grant,orate#trail#brast#drant#grant,5,3.3
hairy,orate#laris#cairn#dairy#hairy,5,3.53
serum,oater#riels#nurse#serum,4,3.44
sumac,roate#anils#saucy#sumac,4,3.48
cress,roate#slier#nerds#creps#crems#crews#cress,7,3.6
fecal,oater#aisle#clean#decal#fecal,5,3.73
anger,roate#ariel#acres#anger,4,3.7
dingy,roate#lysin#mincy#dingy,4,3.65
bring,orate#vrils#briny#bring,4,3.34
bible,oater#elsin#chile#mille#bible,5,4.2
jaunt,roate#tails#natch#daunt#gaunt#vaunt#jaunt,7,3.43
verge,orate#birle#nurse#perce#herye#merde#verge,7,3.73
femme,orate#slice#nudge#fehme#femme,5,3.37
drive,roate#birle#crise#urine#pride#drive,6,3.63
suite,oater#steil#senti#suite,4,3.76
erupt,oater#relit#crest#erupt,4,3.85
lemur,oater#lemur,2,3.38
shard,oater#liars#snary#scarp#shard,5,3.62
incur,orate#nirls#runic#incur,4,3.49
range,roate#raile#rance#range,4,3.42
write,roate#urite#write,3,3.89
magma,orate#anils#gaucy#dagga#magma,5,4.02
drain,oater#arils#drain,3,3.6
waive,orate#aisle#daine#maize#waive,5,3.41
shawl,oater#slain#scaly#shaul#shawl,5,3.75
eagle,roate#aisle#wanle#caple#hayle#gable#eagle,7,3.77
trend,oater#relit#stern#trend,4,3.6
query,orate#slier#quern#query,4,3.72
quilt,oater#lints#clipt#guilt#built#quilt,6,3.61
smite,orate#blite#suite#shite#spite#smite,6,3.82
paddy,roate#anils#gaucy#dampy#paddy,5,3.51
acrid,orate#laris#agrin#auric#acrid,5,3.54
foamy,orate#loans#coady#hoagy#foamy,5,3.39
cream,orate#ariel#ureas#cream,4,3.75
widen,orate#elsin#deign#widen,4,3.58
ethos,roate#teloi#estoc#ethos,4,4.03
macho,oater#paoli#canso#macho,4,3.62
roger,oater#loser#goier#roger,4,3.84
apply,oater#anils#amply#apply,4,3.57
valid,oater#nails#calid#halid#valid,5,3.62
frown,roate#droil#crons#proyn#grown#brown#frown,7,4.09
laugh,orate#nails#lauch#laugh,4,3.54
merge,roate#birle#nurse#perce#herye#merde#merge,7,3.73
zonal,orate#aloin#nodal#monal#zonal,5,3.84
legal,orate#alien#sheal#decal#femal#legal,6,4.0
mambo,oater#paoli#canso#gadjo#zambo#mambo,6,3.66
proof,roate#droil#crons#group#proxy#promo#proof,7,3.68
trash,oater#trial#trans#trash,4,4.42
bicep,oater#lines#dicey#bicep,4,4.04
pansy,oater#nails#sandy#pansy,4,3.86
nasal,roate#nails#nasal,3,3.98
verve,orate#birle#nurse#perce#herye#merde#verge#verve,8,3.98
extra,roate#alert#extra,3,3.84
alive,oater#aisle#aline#alike#alive,5,3.76
quill,roate#lysin#picul#quill,4,3.48
slung,orate#lysin#slung,3,3.61
picky,oater#lysin#juicy#dicky#picky,5,3.97
abase,orate#liane#chase#ukase#pease#abase,6,3.76
surly,orate#nirls#surly,3,3.51
equal,oater#aisle#clean#pelau#equal,5,3.69
spite,orate#blite#suite#shite#spite,5,3.64
mossy,orate#linos#scudo#mopsy#mossy,5,3.66
shift,orate#sluit#snift#shift,4,4.18
brand,roate#liars#franc#grand#brand,5,3.84
boney,oater#solei#coney#honey#poney#money#boney,7,3.93
folio,orate#lions#dolci#bolix#polio#folio,6,3.97
beady,oater#aisle#decan#heady#beady,5,3.76
squat,roate#litas#squat,3,3.88
album,orate#anils#almud#algum#album,5,3.91
sushi,oater#lysin#misch#sushi,4,3.63
funny,roate#lysin#cundy#hunky#bungy#punny#funny,7,3.74
ulcer,orate#slier#ulcer,3,3.77
feign,oater#liens#genic#deign#feign,5,4.16
smart,oater#liart#scart#spart#smart,5,3.62
afire,roate#carle#arise#afire,4,3.75
gaily,orate#nails#daily#haily#gaily,5,3.84
worst,roate#torsi#horst#worst,4,4.29
spend,orate#elsin#unces#newsy#shend#spend,6,4.34
tweed,oater#islet#tuned#typed#theed#tweed,6,3.78
which,roate#lysin#fichu#chimp#which,5,3.63
pasty,orate#laity#nasty#hasty#pasty,5,3.89
hurry,oater#nirls#curdy#murky#furzy#hurry,6,3.98
fleck,roate#liens#chelp#fleck,4,4.01
naive,roate#aisle#daine#naive,4,3.59
green,oater#riles#unred#yrneh#preen#green,6,3.85
skunk,orate#lysin#snuck#spunk#skunk,5,3.8
thigh,roate#tulsi#tying#thigh,4,4.11
space,roate#liane#chase#space,4,3.68
tubal,roate#litas#tubal,3,4.13
sperm,oater#leirs#sucre#sherd#sperm,5,3.82
press,oater#riels#grens#creds#preys#prems#press,7,3.75
loopy,oater#noils#locum#loopy,4,3.83
heron,oater#reoil#seron#heron,4,4.02
remit,oater#relit#resit#recit#remit,5,4.2
debut,orate#islet#meynt#fecht#debut,5,4.02
drone,roate#drole#drone,3,3.79
ocean,oater#olpae#ocean,3,3.83
brunt,orate#trild#crust#prunt#grunt#brunt,6,4.13
