answer,guessed,num_guessed,time_to_solve
taffy,sayne#tardy#talcy#tabby#taffy,5,3.05
stone,sayne#sowne#stone,3,2.7
cheap,sayne#hoaed#gerah#cheat#cheap,5,2.8
pygmy,sayne#borty#chivy#plumy#pygmy,5,2.69
essay,sayne#arsey#essay,3,3.3
gumbo,sayne#mohur#duomi#buxom#gumbo,5,3.12
stool,sayne#sohur#stoic#stomp#stots#stool,6,3.09
blink,sayne#corni#flint#blind#bling#blink,6,2.77
mower,sayne#goier#toper#lower#cower#bower#dower#mower,8,2.84
might,sayne#mohur#micht#might,4,2.8
finer,sayne#toner#liner#biner#finer,5,3.06
pesto,sayne#loser#besot#pesto,4,2.82
magic,sayne#paoli#fakir#habit#gamic#magic,6,2.76
clean,sayne#arpen#leman#clean,4,3.2
abase,sayne#urase#blase#abase,4,2.72
trail,sayne#boart#trail,3,2.76
moist,sayne#torsi#hoist#foist#moist,5,3.1
steed,sayne#soler#stied#steed,4,2.75
aping,sayne#piano#aping,3,2.7
taste,sayne#carse#baste#haste#paste#waste#taste,7,2.75
dilly,sayne#borty#chivy#dimly#dilly,5,3.1
crumb,sayne#mohur#trump#crumb,4,2.91
trial,sayne#boart#trial,3,2.76
reedy,sayne#corey#reify#reply#rebuy#reedy,6,2.83
motif,sayne#mohur#motif,3,2.74
radii,sayne#paoli#cardi#radii,4,2.88
shoot,sayne#sohur#shogi#shock#showd#shoos#shoot,7,2.8
sport,sayne#sohur#sport,3,2.81
joker,sayne#goier#toper#lower#coder#fouer#boxer#homer#joker,9,3.04
cigar,sayne#boart#urial#cigar,4,2.84
frown,sayne#porin#crown#brown#frown,5,2.83
scout,sayne#sohur#scout,3,2.81
penne,sayne#borne#thine#jeune#penne,5,3.16
aback,sayne#boart#abaci#aback,4,2.85
hurry,sayne#borty#girly#curdy#furzy#murky#hurry,7,2.84
gamer,sayne#pareo#taler#caber#haver#fader#gamer,7,2.82
magma,sayne#paoli#garth#dagga#magma,5,2.98
gayly,sayne#payor#daych#gayly,4,2.84
swore,sayne#socle#store#shore#spore#smore#swore,7,3.0
track,sayne#boart#trail#track,4,2.91
hatch,sayne#paoli#garth#batch#match#watch#catch#hatch,8,2.86
helix,sayne#goier#fecit#bezil#helix,5,2.87
ditty,sayne#borty#whity#kilty#dicty#ditty,6,2.91
stark,sayne#shako#skart#stark,4,3.15
glean,sayne#arpen#leman#clean#glean,5,3.01
ovary,sayne#hoary#otary#ovary,4,2.94
baton,sayne#manor#talon#baton,4,3.2
peace,sayne#roate#image#clade#peace,5,3.03
reset,sayne#loser#reses#reset,4,3.03
teddy,sayne#corey#deity#teddy,4,2.96
rupee,sayne#forte#cripe#rupee,4,2.93
dunce,sayne#ronte#mince#bunce#punce#dunce,6,2.94
cause,sayne#carse#cause,3,3.13
relic,sayne#goier#merit#relic,4,3.19
folly,sayne#borty#doily#jowly#cooly#holly#polly#folly,8,3.14
coyly,sayne#goyim#coypu#coyly,4,2.86
willy,sayne#borty#chivy#dimly#filly#gilly#willy,7,3.0
junto,sayne#porin#knout#junto,4,2.98
adopt,sayne#boart#ploat#adopt,4,2.97
sense,sayne#sonce#singe#sense,4,2.91
reach,sayne#hoaed#reach,3,3.03
midst,sayne#torsi#blist#giust#midst,5,2.98
email,sayne#hoaed#peart#email,4,3.01
spurn,sayne#sonic#spurn,3,2.92
pecan,sayne#arpen#pecan,3,3.14
icily,sayne#borty#chivy#juicy#icily,5,2.91
third,sayne#mohur#crith#thirl#third,5,2.98
bongo,sayne#porin#donut#gonch#bongo,5,2.99
decoy,sayne#corey#decoy,3,3.26
clerk,sayne#goier#vertu#dreck#clerk,5,3.03
staff,sayne#shako#stair#stamp#stats#stall#staff,7,3.04
start,sayne#shako#stair#stars#start,5,3.3
print,sayne#corni#print,3,3.14
equip,sayne#goier#fecit#equip,4,3.03
coupe,sayne#forte#moile#coupe,4,3.02
randy,sayne#narky#randy,3,3.0
beast,sayne#arsed#least#beast,4,3.34
motel,sayne#goier#volet#towel#botel#hotel#motel,7,3.25
ready,sayne#agley#teary#ready,4,3.19
octal,sayne#boart#octal,3,3.14
daisy,sayne#karsy#daisy,3,3.0
scour,sayne#sohur#stour#scour,4,3.12
spasm,sayne#shako#stair#scalp#spasm,5,3.06
cairn,sayne#manor#naric#cairn,4,3.01
odder,sayne#goier#twoer#older#order#odder,6,3.37
cower,sayne#goier#toper#lower#cower,5,3.16
vital,sayne#boart#tical#dital#vital,5,3.16
decry,sayne#corey#decry,3,3.35
swill,sayne#sohur#slipt#skill#swill,5,3.14
fruit,sayne#mohur#bruit#fruit,4,3.28
scoff,sayne#sohur#stoic#scold#scowp#scogs#scoff,7,3.23
giddy,sayne#borty#chivy#dimly#giddy,5,3.05
shone,sayne#sowne#stone#scone#shone,5,3.35
facet,sayne#pareo#valet#cadet#facet,5,3.08
stake,sayne#soare#slate#stade#stage#stake,6,3.06
dutch,sayne#mohur#quich#butch#dutch,5,3.38
spiel,sayne#soler#shiel#spiel,4,3.2
poppy,sayne#borty#doily#comfy#hooky#pozzy#poppy,7,3.1
duchy,sayne#borty#chivy#duchy,4,3.19
tiger,sayne#goier#tiger,3,3.47
verso,sayne#loser#verso,3,3.36
leash,sayne#arsed#least#leash,4,3.38
grade,sayne#roate#irade#grade,4,3.16
heavy,sayne#agley#teary#beady#heapy#heavy,6,3.29
shear,sayne#spaer#segar#stear#shear,5,3.52
pinky,sayne#noily#rindy#minty#zincy#bingy#hinky#pinky,8,3.23
growl,sayne#mohur#droit#prowl#growl,5,3.18
otter,sayne#goier#twoer#outer#opter#ofter#oxter#otter,8,3.48
swine,sayne#sowne#swine,3,3.19
forte,sayne#forte,2,3.16
tibia,sayne#boart#tubal#tibia,4,3.14
fluid,sayne#mohur#built#fluid,4,3.1
giant,sayne#piano#riant#hiant#giant,5,3.55
hello,sayne#goier#helot#hello,4,3.25
check,sayne#goier#delft#check,4,3.14
swish,sayne#sohur#shift#slish#swish,5,3.1
irate,sayne#roate#irate,3,3.1
batty,sayne#tardy#laity#bawty#batty,5,3.12
linen,sayne#toner#lined#linen,4,3.15
angle,sayne#knawe#anole#anile#ancle#angle,6,3.41
trice,sayne#forte#trice,3,3.33
lupus,sayne#torsi#clubs#hulks#lumps#lupus,6,3.21
khaki,sayne#boart#miaul#khadi#khazi#khaki,6,3.48
tacky,sayne#tardy#talcy#tacky,4,3.16
weedy,sayne#corey#deity#ledgy#heedy#weedy,6,3.21
filly,sayne#borty#chivy#dimly#filly,5,3.45
wimpy,sayne#borty#chivy#dimly#gimpy#wimpy,6,3.43
trump,sayne#mohur#trump,3,3.4
fauna,sayne#garni#haunt#laund#fauna,5,3.21
awash,sayne#roast#quasi#clash#abash#awash,6,3.25
lurid,sayne#mohur#bruit#lurid,4,3.52
suing,sayne#sound#suint#suing,4,3.25
blast,sayne#roast#clast#blast,4,3.27
pluck,sayne#mohur#built#pluck,4,3.18
unlit,sayne#porin#unlit,3,3.19
lying,sayne#corny#tying#lying,4,3.14
given,sayne#toner#liken#hizen#widen#given,6,3.29
crack,sayne#boart#frail#cramp#crack,5,3.23
event,sayne#reink#olent#event,4,3.19
speed,sayne#soler#stied#spued#speed,5,3.23
libel,sayne#goier#filet#pixel#kidel#libel,6,3.57
ember,sayne#goier#tuber#weber#ember,5,3.3
smoky,sayne#soily#story#scody#showy#smoky,6,3.22
habit,sayne#paoli#fakir#habit,4,3.2
amiss,sayne#roast#apish#agism#amiss,5,3.3
sworn,sayne#sonic#snort#shorn#sworn,5,3.46
hobby,sayne#borty#colby#womby#yobby#hobby,6,3.31
quite,sayne#forte#blite#quite,4,3.47
dream,sayne#hoaed#cedar#dream,4,3.46
thrum,sayne#mohur#thrum,3,3.22
radar,sayne#paoli#garth#faurd#radar,5,3.81
afire,sayne#roate#argle#afire,4,3.7
renal,sayne#arpen#denar#renal,4,3.6
ebony,sayne#peony#ebony,3,3.27
fairy,sayne#tardy#lairy#hairy#fairy,5,3.56
dopey,sayne#corey#motey#holey#bogey#pokey#dopey,7,3.5
saute,sayne#sarge#saice#saute,4,3.73
pixel,sayne#goier#filet#pixel,4,3.34
input,sayne#porin#input,3,3.31
brine,sayne#borne#brine,3,3.29
liken,sayne#toner#liken,3,3.44
jiffy,sayne#borty#chivy#dimly#yippy#figgy#jiffy,7,3.33
rodeo,sayne#goier#borel#rozet#roped#rodeo,6,3.34
mocha,sayne#boart#copal#mocha,4,3.37
croak,sayne#boart#croak,3,3.33
raspy,sayne#karsy#raspy,3,3.24
amble,sayne#roate#pilae#amble,4,3.54
mourn,sayne#porin#bourn#mourn,4,3.32
quill,sayne#mohur#built#guild#quill,5,3.3
nutty,sayne#noily#nurdy#nutty,4,3.4
havoc,sayne#paoli#tabor#cahow#havoc,5,3.24
crate,sayne#roate#irate#crate,4,3.87
stash,sayne#shako#spahi#scath#stash,5,3.9
overt,sayne#goier#ceorl#fuero#overt,5,3.6
whale,sayne#roate#image#clade#quale#whale,6,3.59
bleak,sayne#hoaed#petar#ileac#bleak,5,3.42
piano,sayne#piano,2,3.46
write,sayne#forte#urite#write,4,3.87
coral,sayne#boart#polar#coral,4,3.68
drank,sayne#piano#brant#crank#frank#drank,6,3.95
mecca,sayne#hoaed#petar#ceiba#mecca,5,3.57
chaos,sayne#roast#jiaos#chaos,4,3.96
crime,sayne#forte#cripe#crime,4,3.34
entry,sayne#toney#entry,3,3.49
murky,sayne#borty#girly#curdy#furzy#murky,6,3.58
blind,sayne#corni#flint#blind,4,3.52
wrung,sayne#corni#brunt#grund#wrung,5,3.4
ether,sayne#goier#tuber#peter#ether,5,3.44
rayon,sayne#rayon,2,3.28
plane,sayne#crane#liane#plane,4,3.38
waste,sayne#carse#baste#haste#paste#waste,6,3.48
wacky,sayne#tardy#haily#campy#gaucy#wacky,6,3.51
shelf,sayne#soler#sield#spelt#shelf,5,3.96
idiot,sayne#mohur#viold#idiot,4,3.43
diner,sayne#toner#liner#biner#finer#diner,6,3.51
cynic,sayne#noily#cynic,3,3.42
cheek,sayne#goier#bluet#ceded#cheep#cheek,6,3.45
vapid,sayne#paoli#tapir#capiz#vapid,5,3.41
verse,sayne#torse#birse#curse#herse#perse#merse#verse,8,3.61
issue,sayne#torse#disme#issue,4,3.44
bully,sayne#borty#blimy#bulgy#bulky#bully,6,3.96
shrew,sayne#soler#sired#strep#screw#shrew,6,3.9
frisk,sayne#torsi#crisp#brisk#frisk,5,3.47
nylon,sayne#noily#nylon,3,3.98
gummy,sayne#borty#chivy#plumy#yummy#dummy#gummy,7,3.68
ascot,sayne#roast#ascot,3,3.98
faith,sayne#paoli#fakir#faith,4,4.01
gruff,sayne#mohur#bruit#cruck#gruff,5,3.48
vista,sayne#roast#vista,3,3.92
agree,sayne#roate#argle#agree,4,3.52
train,sayne#ngaio#train,3,3.52
mirth,sayne#mohur#mirth,3,3.45
medic,sayne#goier#fecit#melic#medic,5,4.09
unity,sayne#noily#unity,3,3.79
ester,sayne#loser#usher#ester,4,3.6
rearm,sayne#hoaed#peart#rearm,4,3.52
tunic,sayne#porin#unlit#tunic,4,3.71
stuck,sayne#sohur#sluit#stuck,4,3.57
tweed,sayne#goier#bluet#temed#theed#tweed,6,4.12
grunt,sayne#corni#brunt#prunt#grunt,5,3.49
mealy,sayne#agley#leary#mealy,4,3.69
force,sayne#forte#force,3,3.73
plunk,sayne#corni#blunt#plunk,4,3.68
limit,sayne#mohur#climb#limit,4,3.75
anger,sayne#arpen#awner#anger,4,3.79
detox,sayne#goier#helot#detox,4,3.7
