answer,guessed,num_guessed,time_to_solve
voice,oater#eloin#hoise#voice,4,4.05
thick,oater#lints#cubit#itchy#thick,5,3.38
toxic,orate#toils#tonic#topic#toxic,5,4.6
haunt,oater#tails#canty#daunt#haunt,5,2.67
motto,orate#volti#ponts#couth#boxty#motto,6,2.78
beady,orate#elain#beaus#beach#beady,5,4.31
folly,orate#noils#could#jowly#hooly#polly#molly#golly#folly,9,4.11
humor,oater#milor#humor,3,2.91
range,roate#raile#rance#range,4,2.91
syrup,orate#nirls#scrum#syrup,4,4.76
agony,roate#aloin#agons#agony,4,4.05
genie,orate#slice#indue#gynie#genie,5,3.9
dingy,orate#lysin#mincy#dingy,4,3.69
salad,orate#nails#palsy#salad,4,4.33
boast,orate#loast#coast#hoast#boast,5,3.99
could,roate#noils#could,3,3.49
limit,oater#lints#licht#limit,4,3.41
parka,roate#lairs#carny#garum#farad#parka,6,5.4
humid,orate#lysin#pudic#humid,4,2.94
aphid,roate#nails#aduki#aphid,4,3.49
shear,orate#laers#shear,3,3.96
power,oater#loser#goier#doner#coyer#fouer#hoper#poker#power,9,3.38
verve,roate#birle#nurse#perce#herye#merde#verge#verve,8,2.67
short,roate#lirot#snort#short,4,4.58
start,oater#trail#starn#stark#stars#start,6,3.31
tryst,oater#tirls#trust#tryst,4,3.58
ladle,roate#aisle#wanle#caple#hayle#gable#ladle,7,2.9
layer,oater#laser#lacer#layer,4,3.94
cloud,oater#noils#cloud,3,4.68
micro,oater#loris#irony#chiro#micro,5,5.59
dried,roate#liers#ering#cried#pried#fried#wried#dried,8,4.42
razor,roate#radio#racon#razor,4,2.75
ample,oater#aisle#ancle#ample,4,4.1
nobly,oater#linos#clonk#nould#nobly,5,5.22
yield,orate#elsin#chiel#yield,4,3.55
blade,roate#liane#scale#glade#blade,5,3.99
knelt,orate#steil#glent#knelt,4,4.18
leave,oater#aisle#ulnae#leave,4,4.57
savoy,orate#aloin#codas#sajou#savoy,5,3.56
stamp,roate#thali#scant#stagy#stamp,5,2.96
spurt,orate#tirls#spurt,3,6.32
matey,roate#telia#etnas#cadet#matey,5,5.67
rebus,orate#slier#derns#recks#rebus,5,3.83
quill,orate#lysin#picul#quill,4,3.26
bread,roate#ariel#ureas#cream#bread,5,3.86
swine,roate#slice#snide#shine#spine#swine,6,5.23
shade,oater#aisle#spane#suave#shade,5,3.34
grass,oater#liars#crans#praus#drays#grams#grabs#gravs#grass,9,4.46
crave,orate#irade#urase#crane#crape#crame#crake#crave,8,3.62
cease,roate#liane#chase#cease,4,3.16
allow,roate#aloin#alcos#alloy#allod#allow,6,3.46
talon,orate#lotas#talon,3,4.16
tower,oater#toner#toyer#toper#toker#tower,6,3.82
tabby,oater#tails#tabun#tabby,4,5.65
creep,roate#liers#kreng#crepy#creep,5,6.35
apnea,oater#alien#acnes#awned#apnea,5,4.88
zesty,orate#lenti#pesty#festy#zesty,5,4.74
scare,oater#seral#snare#scare,4,6.45
bosom,roate#loins#copsy#sough#bosom,5,4.03
smote,oater#toile#stone#shote#smote,5,3.49
stiff,oater#lints#stich#stimy#stiff,5,3.79
theme,oater#stile#tynde#tuffe#theme,5,4.43
squad,roate#anils#saucy#squad,4,3.3
miser,roate#leirs#siren#miser,4,3.39
fugue,orate#slice#nudge#fugue,4,4.91
blare,orate#glare#blare,3,3.98
annex,oater#alien#acnes#awned#apnea#annex,6,3.72
alloy,orate#aloin#alcos#alloy,4,3.4
scuba,oater#snail#sumac#scuba,4,3.69
serif,oater#riels#serin#seric#serif,5,4.12
tangy,orate#litas#daunt#tangy,4,4.13
mange,oater#maile#manse#mange,4,2.87
rifle,roate#rifle,2,3.51
might,orate#tulsi#nicht#dight#pight#might,6,7.63
ninny,orate#lysin#mincy#dingy#hinky#pinny#finny#ninny,8,3.88
state,roate#slate#spate#skate#state,5,2.2
gonad,oater#aloin#donas#monad#gonad,5,3.88
newer,oater#slier#under#neper#newer,5,2.8
prime,oater#leirs#crine#pride#prime,5,4.05
gleam,roate#alien#pleas#gleam,4,4.55
salon,oater#paoli#salon,3,4.44
moral,roate#soral#coral#horal#poral#moral,6,3.11
shied,oater#silen#skiey#shied,4,3.75
stood,orate#toils#nutso#stock#stogy#stomp#stood,7,4.49
sooty,roate#volti#ponts#south#softy#sooty,6,4.18
stick,oater#lints#stich#stick,4,5.74
duvet,roate#lites#tuned#duvet,4,3.68
prude,orate#brule#cruse#prune#prude,5,4.23
sewer,roate#siler#super#shyer#sneer#seder#sefer#sewer,8,4.95
whirl,oater#nirls#chirl#whirl,4,3.31
debut,roate#islet#meynt#fecht#debut,5,3.77
mossy,roate#loins#copsy#mousy#mossy,5,3.94
sheep,orate#elsin#duces#shmek#sheep,5,3.87
drone,orate#drole#drone,3,4.91
mulch,roate#lysin#mulch,3,2.8
index,oater#lines#inked#indew#index,5,2.99
adult,oater#alist#adult,3,3.54
teary,orate#reast#teary,3,3.88
navel,oater#lanes#naled#navel,4,4.68
false,orate#aisle#salue#halse#false,5,4.85
affix,roate#anils#aduki#acmic#affix,5,5.47
enema,roate#alien#scena#enema,4,3.89
kinky,roate#lysin#mincy#dingy#hinky#pinky#zinky#kinky,8,3.48
scold,roate#linos#scold,3,3.48
sorry,roate#loris#horsy#sorry,4,3.49
zebra,oater#reals#ceria#hejra#zebra,5,4.76
idyll,roate#lysin#dimly#idyll,4,4.21
nosey,orate#solei#cones#nosey,4,3.97
amber,oater#alder#aimer#amber,4,4.08
beset,roate#islet#unset#beset,4,5.45
minor,roate#droil#siroc#minor,4,4.78
rival,orate#liras#riyal#rival,4,4.73
steed,orate#lites#unset#styed#steed,5,4.23
brine,roate#birle#brise#brine,4,4.36
haven,roate#alien#samen#dawen#haven,5,4.55
vicar,orate#rails#dinar#cimar#vicar,5,4.69
infer,orate#slier#nicer#infer,4,5.46
worth,roate#dorts#north#forth#worth,5,5.34
quell,oater#liens#chelp#gyeld#quell,5,5.5
crime,oater#riels#crine#cripe#crime,5,5.3
ebony,oater#eloin#ebons#ebony,4,4.64
gross,orate#droil#crons#vrous#proms#brogs#groks#grows#gross,9,4.54
kneel,orate#elsin#unled#kneel,4,4.09
fjord,oater#loris#crony#fjord,4,6.55
gorge,orate#loure#rowie#corse#morne#horde#porge#forge#gorge,9,5.19
snout,roate#litho#snout,3,5.11
prove,oater#reoil#snore#crome#droke#grope#probe#prove,8,4.23
bleep,orate#liens#chelp#bleep,4,4.77
slant,orate#thali#slant,3,3.26
tatty,oater#lathi#patus#natty#catty#batty#fatty#tatty,8,3.33
bough,oater#lions#coypu#dough#bough,5,6.28
doing,roate#loins#poind#doing,4,4.09
dryly,oater#nirls#rumly#dryly,4,6.26
cause,oater#maile#sayne#cause,4,4.25
avert,roate#taler#derat#apert#avert,5,6.9
floss,oater#noils#clous#ploys#gloms#flobs#flows#floss,8,4.3
dusty,orate#lints#dusty,3,3.51
soggy,orate#linos#scudo#sophy#soggy,5,4.28
trope,oater#store#trone#trode#trope,5,4.26
tardy,oater#larnt#tarsi#tardy,4,4.6
spell,roate#lenis#slued#shelf#skelp#spell,6,3.73
timid,roate#sluit#typic#timid,4,4.04
gnome,orate#locie#shone#gnome,4,3.28
swell,oater#lenis#dulse#shelf#spelk#smell#swell,7,4.41
these,oater#teils#thesp#these,4,3.63
clump,oater#lysin#mulch#clump,4,3.75
boule,orate#locie#soyle#noule#poule#boule,6,4.66
rouge,orate#roule#rouse#rouge,4,4.01
bland,orate#snail#clang#bland,4,3.54
nerdy,orate#riels#under#nerdy,4,5.3
cobra,roate#soral#moira#copra#cobra,5,5.24
buxom,oater#linos#upbow#buxom,4,4.0
audio,roate#aloin#audio,3,4.3
sprig,roate#nirls#cursi#sprig,4,3.63
lanky,roate#anils#lanch#lanky,4,5.16
welch,orate#liens#cluey#belch#felch#welch,6,4.28
brave,oater#reals#irade#crane#grape#brame#brake#brave,8,6.24
strap,oater#liart#stray#strad#strap,5,3.54
opium,oater#oculi#onium#odium#opium,5,4.37
axiom,oater#aloin#aidos#axiom,4,3.34
vapid,orate#anils#machi#vapid,4,4.96
virus,roate#nirls#virus,3,4.19
fetal,roate#telia#setal#petal#metal#fetal,6,4.15
dally,roate#nails#cauld#madly#dally,5,4.46
treat,roate#artel#tread#treat,4,3.91
sally,orate#anils#gusla#sadly#sally,5,8.62
mangy,orate#nails#cajun#handy#mangy,5,4.57
wield,orate#lenis#clied#yield#bield#field#wield,7,4.36
valor,orate#soral#algor#labor#valor,5,5.09
ennui,roate#liens#cunei#ennui,4,4.52
eject,oater#steil#uneth#eject,4,5.15
winch,oater#lysin#cuing#pinch#finch#winch,6,4.27
flood,roate#lions#cloud#blood#flood,5,3.51
baton,roate#altos#baton,3,4.86
axial,roate#nails#plica#axial,4,4.7
meant,orate#teals#meant,3,4.38
count,roate#toils#count,3,3.54
video,roate#olein#eidos#video,4,3.19
glove,orate#locie#slope#glode#globe#glove,6,4.1
emcee,roate#slice#chyme#emcee,4,3.63
anger,oater#alder#aimer#asper#anger,5,4.18
skirt,oater#tirls#snirt#shirt#spirt#skirt,6,3.76
lusty,orate#lints#lusty,3,4.66
slink,orate#lysin#sling#slink,4,3.44
ditto,roate#clots#pinto#ditto,4,3.1
depth,oater#stile#centu#hefty#depth,5,3.95
leery,oater#leirs#leery,3,3.32
rebar,roate#rales#redia#renay#recap#rehab#rebar,7,5.72
niece,orate#slice#yince#niece,4,4.92
stale,orate#stale,2,3.48
filet,roate#teils#intel#gilet#filet,5,6.34
scrap,orate#rails#scran#scray#scrap,5,4.24
sloth,orate#volti#clots#sloth,4,4.02
thrum,orate#tirls#turfy#thrum,4,4.71
snipe,oater#elsin#since#snide#snipe,5,3.92
quest,oater#teils#scent#guest#quest,5,3.91
leech,oater#nelis#leuch#leech,4,4.55
tonic,orate#toils#tonic,3,4.57
heard,oater#lears#yearn#heard,4,5.2
noble,roate#locie#soyle#noule#noble,5,4.75
speed,oater#silen#spued#speed,4,4.27
clean,oater#aisle#clean,3,5.22
hound,roate#loins#young#hound,4,4.43
shave,roate#liane#chase#shade#shape#shame#shake#shave,8,3.87
claim,roate#slain#claim,3,4.87
crumb,orate#vrils#crunk#crudy#crump#crumb,6,4.62
laden,oater#lanes#laden,3,4.01
modal,roate#dolia#nodal#podal#modal,5,4.74
pique,oater#nelis#juice#pique,4,4.05
leash,roate#elain#deals#leash,4,4.02
alter,orate#alert#alter,3,6.65
jaunt,oater#tails#canty#daunt#haunt#gaunt#vaunt#jaunt,8,3.68
agate,oater#telia#stane#quate#amate#agate,6,5.3
warty,oater#larnt#tarsi#party#warty,5,3.9
horde,orate#roule#moire#corse#borne#horde,6,4.64
lyric,oater#nirls#lyric,3,4.1
brain,oater#liars#drain#grain#brain,5,4.29
ulcer,roate#liers#cruel#ulcer,4,4.87
shady,roate#slain#scaud#shady,4,3.74
burst,orate#tirls#curst#durst#hurst#burst,6,4.85
hydro,oater#loirs#mucro#hydro,4,4.68
salsa,orate#anils#sulfa#sylva#salpa#salsa,6,3.7
pilot,roate#tholi#pilot,3,5.03
march,roate#liras#carny#parch#march,5,4.84
mocha,oater#aloin#codas#poach#mocha,5,5.86
finer,roate#leirs#nicer#diner#miner#biner#finer,7,4.68
beach,oater#aisle#decan#peach#beach,5,3.67
dicey,oater#lines#dicey,3,4.16
slash,oater#snail#scaly#slash,4,4.57
never,orate#liers#runed#neper#newer#never,6,4.55
world,roate#loirs#world,3,5.16
patio,roate#altos#patio,3,5.46
donor,roate#loirs#cornu#donor,4,4.68
blurt,orate#tirls#blurt,3,4.38
party,oater#larnt#tarsi#party,4,5.29
puppy,oater#lysin#duchy#bumpy#guppy#puppy,6,3.62
igloo,orate#lions#dolci#igloo,4,4.94
spunk,orate#lysin#snuck#spunk,4,5.47
blond,oater#loins#clonk#blond,4,4.12
graph,roate#liars#franc#prahu#graph,5,4.59
bylaw,roate#anils#ducal#bylaw,4,3.9
trawl,orate#trail#trawl,3,4.64
wrong,oater#roils#crony#brond#prong#wrong,6,4.76
teddy,orate#steil#tench#teddy,4,4.69
candy,roate#nails#cajun#candy,4,6.21
taffy,oater#tails#tabun#tacky#tammy#taggy#taffy,7,4.53
admit,oater#alist#audit#admit,4,3.81
joust,oater#toils#souct#moust#joust,5,4.37
brink,roate#nirls#incur#briny#bring#brink,6,4.63
alibi,orate#anils#aliya#alibi,4,5.63
berth,oater#relit#terns#certy#vertu#derth#berth,7,4.37
woody,oater#noils#coypu#howdy#woody,5,5.06
nymph,oater#lysin#nymph,3,4.16
canon,roate#aloin#sayon#capon#caxon#cajon#canon,7,4.09
crane,orate#irade#urase#crane,4,4.52
mummy,oater#lysin#duchy#bumpy#gummy#yummy#mummy,7,4.92
shift,roate#sluit#snift#shift,4,4.73
gaffe,oater#maile#sayne#cadge#vague#gaffe,6,5.32
siege,roate#slice#singe#siege,4,3.53
smoky,oater#linos#scudo#sophy#smoky,5,4.93
throb,roate#lirot#stroy#throb,4,4.58
actor,oater#actor,2,5.17
clear,orate#laers#clear,3,5.58
rabbi,oater#lairs#naric#rahui#rabbi,5,3.84
stout,roate#thiol#stoun#stoup#stout,5,4.24
fable,roate#aisle#wanle#caple#hayle#gable#fable,7,4.48
acorn,oater#soral#aroid#acorn,4,4.62
alien,oater#alien,2,4.87
flare,orate#glare#blare#flare,4,4.61
surge,oater#riels#nurse#surge,4,4.56
chide,oater#elsin#juice#chide,4,3.89
gawky,oater#nails#gaucy#gawky,4,4.94
clung,oater#lysin#clung,3,5.65
tread,oater#alert#tread,3,7.67
mimic,orate#lysin#pudic#mimic,4,4.75
lunar,orate#lairs#lunar,3,4.3
filmy,oater#lysin#dimly#filmy,4,4.33
sumac,oater#slain#sumac,3,4.16
batty,roate#laity#nasty#bawty#batty,5,4.02
swami,orate#slain#scapi#swami,4,4.43
sassy,roate#nails#saucy#sappy#sammy#saggy#savvy#sassy,8,4.25
gumbo,orate#loins#yucko#dumbo#gumbo,5,5.98
drawl,roate#liars#crawl#drawl,4,4.13
again,orate#snail#chain#amain#again,5,3.84
coach,oater#aloin#codas#cobza#coach,5,4.83
jazzy,roate#nails#gaucy#dampy#fabby#jazzy,6,5.15
egret,oater#tries#curet#mpret#egret,5,5.18
daily,orate#anils#daily,3,6.04
camel,oater#lanes#camel,3,3.78
elite,oater#teils#elint#elite,4,5.83
irony,oater#loirs#irony,3,5.42
theft,oater#teils#tynde#theft,4,6.3
issue,orate#slice#visne#issue,4,5.32
nerve,orate#birle#nurse#nerve,4,7.01
manic,orate#anils#canid#panic#manic,5,6.26
belly,oater#nelis#belch#belly,4,4.64
bevel,oater#silen#cluey#lemed#bevel,5,4.2
court,orate#lirot#snort#court,4,4.08
gayly,roate#anils#cauld#haply#gayly,5,4.84
cloak,orate#aloin#cloam#cloak,4,4.61
lingo,roate#lions#lingo,3,6.62
unmet,orate#lites#tuned#unmet,4,4.82
rajah,oater#laris#ranch#rayah#rajah,5,4.04
belie,roate#slice#ingle#mulie#kylie#belie,6,4.44
oxide,oater#olein#oxide,3,4.67
cubic,roate#lysin#cupid#cubic,4,5.51
buggy,oater#lysin#duchy#bumpy#buggy,5,5.55
adage,orate#liane#chase#buaze#adage,5,4.73
groan,oater#soral#groan,3,3.82
fresh,roate#liers#fresh,3,4.88
spoof,roate#linos#sybow#scoop#spoom#spoof,6,5.95
level,orate#elsin#leuch#ledgy#lemel#level,6,6.38
queer,orate#siler#under#pucer#buyer#huger#fumer#queer,8,5.27
trump,oater#tirls#trunk#trump,4,3.86
femur,oater#lemur#demur#femur,4,4.55
tripe,oater#relit#tiers#trine#trice#tride#tripe,7,5.73
retro,oater#estro#metro#retro,4,4.63
exult,oater#stile#knelt#exult,4,5.04
noose,oater#eloin#scone#noose,4,5.29
croak,orate#argol#proas#croak,4,4.37
suite,roate#blite#suite,3,5.11
anime,oater#aisle#anime,3,4.45
havoc,roate#aloin#oshac#havoc,4,5.76
satin,oater#lathi#natis#satin,4,4.12
grain,roate#liars#drain#grain,4,4.17
brake,orate#irade#urase#crane#grape#brame#brake,7,5.28
photo,orate#volti#knots#quoth#chott#photo,6,4.4
ensue,orate#slice#guyse#ensue,4,5.34
crawl,oater#liras#gnarl#crawl,4,4.28
sever,orate#riles#syren#super#seder#sefer#sewer#sever,8,4.57
rupee,oater#riles#runed#rupee,4,4.93
fuzzy,orate#lysin#duchy#bumpy#fuggy#fuzzy,6,5.23
harry,oater#lairs#kaury#carry#harry,5,4.85
crazy,orate#urali#crans#crapy#crazy,5,4.84
enact,oater#telia#stean#enact,4,4.57
wrist,oater#tirls#snirt#grist#frist#wrist,6,4.87
proud,orate#droil#prods#proud,4,3.54
bloat,oater#loast#ploat#gloat#bloat,5,5.34
clout,roate#tholi#glost#clout,4,5.31
decoy,oater#eloin#souce#decoy,4,4.99
thing,orate#sluit#tying#thing,4,5.02
belch,oater#nelis#belch,3,7.1
conch,roate#noils#poncy#gonch#conch,5,4.26
teeth,roate#lenti#pesty#teeth,4,5.12
allay,oater#slain#almud#alkyl#alway#allay,6,4.13
skill,oater#lysin#sulci#shill#spill#skill,6,5.54
biddy,oater#lysin#juicy#midgy#biddy,5,4.96
freer,orate#ervil#grens#crepy#fremd#freer,6,4.2
utile,roate#stile#utile,3,3.92
flame,oater#aisle#ulnae#clade#plage#blame#flame,7,4.47
watch,roate#alist#natch#patch#match#gatch#batch#watch,8,5.68
missy,oater#lysin#dishy#pisky#cissy#missy,6,4.21
aloft,orate#altos#aloft,3,8.25
semen,roate#lenis#newsy#semen,4,5.59
mayor,roate#carol#sapor#manor#mayor,5,6.16
sandy,oater#nails#sandy,3,5.38
front,roate#lirot#snort#front,4,5.81
staff,roate#thali#scant#stagy#stamp#stabs#staff,7,4.14
amity,roate#laity#amity,3,4.66
jumbo,oater#linos#coypu#dumbo#gumbo#jumbo,6,5.45
fully,roate#lysin#duply#muhly#fugly#fully,6,5.06
equip,roate#elsin#equid#equip,4,6.78
guest,orate#steil#thens#guest,4,5.89
bobby,orate#linos#coypu#howdy#moggy#boofy#bobby,7,4.73
gusty,oater#lints#dusty#musty#gusty,5,4.72
daddy,oater#nails#gaucy#dampy#daffy#daddy,6,10.27
alike,oater#aisle#aline#alike,4,6.13
pesky,oater#elsin#meshy#pesky,4,8.41
aisle,oater#aisle,2,4.73
papal,oater#nails#lauch#baldy#papal,5,4.03
great,oater#alert#great,3,4.87
ledge,orate#slice#lunge#ledge,4,5.03
organ,roate#carol#aroid#organ,4,5.08
dunce,orate#slice#dunce,3,3.88
legal,orate#alien#selah#decal#femal#legal,6,6.21
radii,roate#rails#ranid#radix#radii,5,4.62
trail,oater#liart#trail,3,4.71
shirk,roate#nirls#crisp#shiur#shirk,5,4.51
clove,oater#eloin#close#cloye#cloke#clove,6,4.56
larva,roate#arils#lunar#lycra#larva,5,5.32
widen,oater#silen#widen,3,3.88
wordy,roate#loris#cornu#dormy#wordy,5,6.37
creek,orate#ervil#grens#crepy#creed#creek,6,4.53
while,roate#slice#guile#dwile#while,5,3.99
crept,roate#tiler#stern#crept,4,5.26
voila,oater#aloin#pilao#voila,4,5.37
milky,oater#lysin#dimly#filmy#milky,5,6.05
snail,oater#anils#snail,3,6.24
chord,orate#loris#mucor#chord,4,5.94
trove,roate#store#trone#trode#trope#troke#trove,7,6.12
braid,roate#liars#drain#braid,4,5.27
abide,orate#aisle#amine#abide,4,5.34
nicer,oater#slier#nicer,3,4.38
click,oater#lysin#picul#child#climb#cliff#click,7,4.08
admin,oater#anils#amnic#admin,4,5.27
polar,orate#solar#polar,3,5.55
artsy,roate#trial#artsy,3,6.26
decal,roate#alien#sheal#decal,4,4.91
chair,roate#liars#drain#chair,4,4.24
udder,roate#leirs#urned#udder,4,5.26
pinky,oater#lysin#mincy#dingy#hinky#pinky,6,5.42
judge,orate#slice#nudge#pudge#mudge#budge#fudge#judge,8,5.05
tribe,oater#relit#tiers#trine#trice#tride#tripe#tribe,8,5.68
retch,oater#litre#retch,3,4.66
giver,oater#slier#nicer#hider#piker#mixer#giber#giver,8,4.23
field,orate#lines#yield#bield#field,5,6.08
sixth,orate#lints#misty#sixth,4,3.87
aside,orate#aisle#anise#aside,4,5.53
sight,roate#sluit#snift#sicht#sight,5,6.04
hunky,orate#lysin#cundy#hunky,4,6.19
seize,orate#slice#snide#shive#spike#seize,6,4.88
visor,oater#milor#visor,3,3.86
tease,oater#telia#teads#tease,4,6.33
moldy,orate#linos#cloud#moldy,4,5.66
twirl,oater#tirls#thirl#twirl,4,5.0
table,roate#lathe#table,3,5.12
wafer,oater#laser#caner#hayer#fader#wafer,6,3.97
brawn,oater#rials#franc#drawn#prawn#brawn,6,5.5
epoxy,roate#eloin#epoch#epoxy,4,7.62
saucy,oater#nails#saucy,3,4.55
ditty,roate#lints#dicty#ditty,4,4.69
mafia,oater#nails#machi#madid#mafia,5,5.12
edict,roate#teils#edict,3,5.34
chirp,oater#nirls#chiru#chirp,4,4.7
given,orate#silen#widen#hizen#vimen#given,6,5.8
clack,roate#snail#luach#plack#black#flack#alack#clack,8,4.28
abled,oater#alien#ables#abled,4,5.99
easel,orate#alien#laces#salep#easel,5,6.22
bacon,orate#aloin#sayon#capon#macon#bacon,6,5.45
craft,roate#liart#brast#drant#craft,5,6.88
hutch,oater#liths#dutch#mutch#butch#kutch#hutch,7,4.5
prose,oater#reoil#snore#prose,4,5.84
upper,oater#slier#under#umber#upper,5,4.49
using,oater#lysin#incus#using,4,4.98
bravo,oater#soral#aroid#bravo,4,5.91
adopt,oater#tolas#diota#adopt,4,6.79
jolly,orate#lions#could#jowly#jolly,5,4.16
ankle,orate#aisle#ancle#angle#ankle,5,4.36
villa,oater#snail#plica#limba#wilga#villa,6,6.02
waist,roate#litas#saint#maist#waist,5,5.38
booby,oater#linos#coypu#howdy#moggy#boofy#booky#boozy#booby,9,6.86
sixty,roate#lints#misty#sixty,4,5.65
guilt,roate#sluit#guilt,3,5.6
earth,oater#earst#earth,3,4.93
odder,roate#oiler#oncer#omber#odder,5,6.59
tight,orate#sluit#nicht#dight#pight#might#bight#fight#kight#wight#hight#tight,12,5.87
choke,orate#locie#scone#chode#choke,5,4.61
inner,roate#slier#nicer#infer#inker#inner,6,4.79
glean,oater#aisle#clean#glean,4,5.43
lapel,oater#lanes#lacey#lamed#lapel,5,4.63
creme,oater#leirs#prune#gryce#creme,5,5.19
haute,roate#waite#caste#zante#haute,5,4.58
dowdy,roate#noils#coypu#howdy#dowdy,5,4.89
riser,orate#riels#risen#riser,4,4.84
hatch,oater#lathi#natch#patch#match#gatch#batch#watch#hatch,9,4.91
genre,roate#birle#cruse#genre,4,5.19
feign,roate#nelis#meiny#deign#feign,5,6.42
mower,roate#eorls#goier#doner#coyer#fouer#hoper#mower,8,7.38
gypsy,orate#lysin#gymps#gypsy,4,5.49
nutty,oater#liths#nutty,3,6.06
slate,roate#slate,2,4.49
covey,oater#solei#coney#covey,4,7.62
pulpy,roate#lysin#duply#gulpy#pulpy,5,6.0
valve,roate#aisle#lance#value#valve,5,4.58
crump,orate#vrils#crunk#crudy#crump,5,5.83
usual,oater#anils#clash#sulfa#usual,5,4.31
nudge,orate#slice#nudge,3,5.48
beret,orate#relit#perst#beret,4,6.39
vaunt,roate#tails#natch#daunt#gaunt#vaunt,6,5.97
idiot,oater#toils#idiot,3,7.84
above,roate#alone#apode#amove#above,5,5.94
folio,roate#noils#dolci#bolix#polio#folio,6,5.44
bilge,oater#lenis#elchi#guile#bilge,5,4.98
drift,oater#tirls#print#drift,4,4.23
route,orate#ronte#route,3,4.72
fetus,roate#teils#fetus,3,4.15
quail,orate#slain#quail,3,5.41
tarot,oater#taros#taroc#tarok#tarot,5,4.93
phone,orate#locie#shone#phone,4,4.38
debit,orate#steil#nepit#fecit#demit#debit,6,7.67
ideal,orate#alien#ideal,3,6.28
hyper,roate#leirs#nuder#cyber#hyper,5,4.89
drive,oater#liers#crine#pride#drive,5,5.44
goofy,oater#noils#coypu#howdy#moggy#gobby#goofy,7,5.77
loath,orate#loath,2,5.23
foyer,roate#loser#goier#doner#coyer#foyer,6,4.78
sniff,orate#lysin#incus#knish#sniff,5,5.94
zonal,oater#aloin#loans#nodal#monal#zonal,6,6.33
mouth,roate#volti#ponts#couth#youth#mouth,6,8.18
renew,oater#riles#runed#reney#renew,5,5.59
smite,oater#steil#senti#suite#shite#spite#smite,7,9.29
askew,oater#alien#aches#absey#asked#askew,6,5.26
realm,oater#seral#learn#realm,4,7.24
golly,oater#linos#could#jowly#hooly#polly#molly#golly,8,6.06
image,roate#liane#image,3,5.52
total,roate#lotsa#notal#dotal#total,5,5.3
empty,roate#lenti#suety#empty,4,6.54
bleak,orate#alien#pleas#gleam#bleak,5,4.44
enemy,roate#elsin#enzym#enemy,4,6.02
guard,orate#liars#unary#guard,4,5.57
fluff,oater#lysin#mulch#pluff#bluff#fluff,6,5.19
refer,roate#riles#runed#rebec#rekey#rehem#repeg#refer,8,6.15
steam,oater#telia#stane#stead#steam,5,7.46
dimly,orate#lysin#dimly,3,5.92
crier,orate#ervil#cries#cried#crier,5,5.07
swept,roate#tiles#scent#swept,4,5.88
brief,oater#riles#cried#prief#grief#brief,6,6.37
taste,orate#waite#caste#haste#paste#baste#taste,7,5.39
demur,oater#lemur#demur,3,5.5
cynic,roate#lysin#cynic,3,6.76
stove,orate#toile#stone#stope#stoke#stove,6,5.4
truer,orate#tries#trued#truer,4,5.21
lodge,orate#locie#louse#longe#lodge,5,6.7
jelly,orate#elsin#leuch#kelpy#delly#gelly#belly#felly#welly#jelly,10,4.79
scene,oater#liens#scend#scene,4,4.5
honor,oater#milor#sudor#honor,4,4.59
