answer,guessed,num_guessed,time_to_solve
felon,oater#eloin#pelon#melon#belon#felon,6,2.89
shalt,oater#alist#shalt,3,3.0
speed,roate#nelis#cusec#syped#speed,5,2.21
bowel,orate#solei#loden#yokel#mohel#bowel,6,2.43
snore,orate#roule#kiore#snore,4,2.37
hefty,oater#stile#centu#hefty,4,2.83
guide,roate#slice#quine#guide,4,2.03
folly,oater#noils#could#hooly#polly#molly#golly#folly,8,2.4
spunk,orate#lysin#snuck#spunk,4,2.7
offal,orate#ollas#offal,3,2.18
crave,oater#reals#irade#crane#crape#crame#crake#crave,8,2.98
power,orate#reoil#noser#coyer#fouer#doper#poker#power,8,2.87
never,oater#siler#under#neper#newer#never,6,2.77
rigid,roate#rills#ricin#rigid,4,2.6
hyper,roate#slier#under#cyber#hyper,5,2.3
sheer,oater#slier#sneer#sheer,4,3.43
stern,oater#relit#stern,3,2.45
blank,roate#snail#clang#bland#blank,5,3.28
whack,oater#slain#quack#kyack#whack,5,2.35
hence,orate#slice#dunce#hence,4,2.21
focal,orate#aloin#calos#focal,4,2.32
chose,orate#locie#scone#chose,4,2.45
rodeo,roate#roles#rouen#ropey#robed#rodeo,6,2.82
birch,oater#nirls#birch,3,3.27
jaunt,orate#alist#daunt#haunt#gaunt#vaunt#jaunt,7,3.12
deity,roate#lenti#seity#deity,4,2.41
winch,roate#lysin#cuing#pinch#finch#winch,6,2.77
stood,roate#litho#snout#stock#stogy#stood,6,2.41
mammy,roate#nails#gaucy#dampy#hammy#jammy#mammy,7,2.39
rinse,roate#rifle#rinse,3,2.88
moody,oater#noils#coypu#howdy#moody,5,2.86
aunty,orate#laity#aunty,3,3.16
dress,roate#liers#grens#creds#dreys#dreks#drees#dress,8,2.64
trice,roate#litre#trine#trice,4,2.07
onset,orate#olent#onset,3,2.22
craze,orate#irade#urase#crane#crape#crame#crake#crave#craze,9,2.87
maxim,oater#nails#machi#madid#mafia#maxim,6,2.24
theft,orate#islet#meynt#educt#wheft#theft,6,2.49
foist,oater#toils#hoist#moist#foist,5,2.34
horse,roate#loure#oorie#corse#dorse#horse,6,2.1
ethic,orate#tiles#ident#ethic,4,4.16
mangy,oater#nails#cajun#handy#mangy,5,2.23
smoky,orate#loins#scudo#showy#smoky,5,2.52
verse,roate#birle#nurse#herse#perse#merse#verse,7,2.86
crimp,roate#nirls#chiru#crimp,4,2.38
dicey,roate#liens#dicey,3,2.43
loser,orate#reoil#eorls#loser,4,2.79
furry,orate#nirls#curdy#hurry#murry#gurry#burry#furry,8,2.86
grass,roate#liars#crans#praus#drays#grams#grabs#gravs#grass,9,3.27
smack,roate#snail#scaud#spacy#shack#smack,6,2.47
mealy,orate#elain#deals#yealm#mealy,5,3.45
field,oater#nelis#chile#yield#bield#field,6,2.99
bayou,orate#aloin#codas#bayou,4,2.48
threw,orate#liter#tyres#threw,4,2.53
drool,oater#loris#crool#drool,4,2.67
china,oater#anils#china,3,2.71
crick,orate#vrils#briny#crimp#crick,5,2.56
blare,orate#glare#blare,3,2.75
beset,roate#teils#setup#geest#beset,5,2.3
prude,oater#leirs#prune#prude,4,2.57
alive,oater#aisle#aline#alike#alive,5,2.8
unset,oater#tiles#unset,3,2.29
grove,oater#reoil#snore#crome#droke#grope#grove,7,2.75
ultra,orate#larnt#ultra,3,3.18
piney,oater#lines#piney,3,3.06
block,roate#lions#cloud#block,4,3.1
grime,orate#brule#crise#pride#grime,5,2.48
bleed,oater#silen#cluey#gleed#bleed,5,2.61
quirk,roate#nirls#chiru#quirk,4,2.44
handy,roate#anils#nauch#handy,4,2.82
retch,oater#litre#retch,3,3.38
lurch,oater#nirls#lurch,3,2.43
bylaw,oater#anils#ducal#bylaw,4,3.15
poesy,roate#solei#coeds#poesy,4,3.71
melon,roate#eloin#pelon#melon,4,2.32
clock,roate#linos#cloud#clomp#cloff#clock,6,2.73
unlit,roate#tulsi#unlit,3,2.85
roost,orate#lirot#snort#roost,4,2.42
plead,oater#aisle#clean#plead,4,3.11
woozy,oater#noils#coypu#howdy#womby#woofy#woozy,7,3.24
sheep,roate#nelis#cusec#syped#sheep,5,3.13
gourd,oater#loris#yourn#courd#gourd,5,3.25
sniff,orate#lysin#incus#knish#sniff,5,2.83
livid,orate#lysin#lucid#lipid#livid,5,2.75
shell,orate#nelis#slued#shelf#shell,5,2.78
kinky,orate#lysin#mincy#dingy#hinky#pinky#zinky#kinky,8,3.28
salve,oater#maile#salue#salve,4,2.8
style,orate#istle#style,3,2.7
sharp,oater#arils#scran#shura#shard#sharp,6,3.36
lowly,oater#lions#locum#loppy#loggy#lobby#lowly,7,3.79
piece,oater#elsin#juice#piece,4,2.72
state,roate#slate#spate#skate#state,5,3.01
psalm,orate#snail#clays#psalm,4,2.48
ledge,oater#elsin#dulce#medle#ledge,5,2.62
tapir,orate#larnt#tapir,3,2.52
vicar,orate#liras#dinar#cimar#vicar,5,2.87
maize,oater#maile#maise#maize,4,2.92
mucky,oater#lysin#duchy#mucky,4,3.3
perky,roate#liers#nuder#mercy#herby#perky,6,3.12
halve,roate#aisle#lance#value#halve,5,2.59
steed,roate#steil#stend#stedd#steed,5,2.7
habit,oater#tails#cacti#davit#habit,5,3.5
loopy,roate#noils#locum#loopy,4,2.35
dizzy,orate#lysin#juicy#dippy#divvy#dizzy,6,3.47
leery,roate#liers#leery,3,2.85
cramp,oater#arils#franc#crapy#cramp,5,2.87
tasty,orate#laity#nasty#hasty#pasty#masty#vasty#tasty,8,3.0
morph,roate#loirs#cornu#dormy#morph,5,3.17
hurry,roate#nirls#curdy#hurry,4,3.35
basin,oater#nails#sabin#basin,4,2.86
yacht,roate#alist#daunt#yacht,4,3.31
decal,oater#aisle#clean#decal,4,3.45
dowdy,oater#linos#coypu#howdy#dowdy,5,3.64
greet,oater#relet#cruet#greet,4,2.82
gayer,oater#laser#caner#hayer#payer#gayer,6,2.53
shape,roate#liane#chase#shade#shape,5,2.79
snail,oater#snail,2,2.93
spine,oater#lenis#snide#shine#spine,5,2.59
prone,oater#reoil#snore#crone#drone#prone,6,2.7
beady,roate#elain#beaus#beach#beady,5,3.12
anvil,orate#anils#anvil,3,3.84
pixel,roate#silen#limey#kidel#pixel,5,3.22
annex,oater#alien#acnes#awned#apnea#annex,6,3.44
sinew,orate#lenis#sined#sinew,4,2.97
stare,oater#alert#stare,3,2.78
radar,oater#lahar#navar#damar#radar,5,2.79
caulk,orate#anils#cauld#caulk,4,3.23
boule,orate#locie#soyle#noule#poule#boule,6,2.65
grasp,oater#liras#snary#crash#grasp,5,2.63
gypsy,orate#lysin#syphs#gypsy,4,3.54
allay,orate#anils#almud#alkyl#alway#allay,6,3.14
phase,roate#liane#chase#phase,4,2.64
stung,oater#lints#shunt#stung,4,2.8
niece,oater#nelis#niche#niece,4,2.81
decry,roate#slier#quern#decry,4,4.04
dealt,orate#least#dealt,3,2.98
jelly,orate#elsin#leuch#deely#gelly#belly#felly#kelly#welly#jelly,10,3.06
ivory,oater#loris#irony#ivory,4,2.69
decoy,oater#eloin#souce#decoy,4,3.45
elite,oater#teils#elint#elite,4,3.2
south,roate#volti#ponts#south,4,2.66
cease,orate#liane#chase#cease,4,2.68
broom,roate#droil#crons#group#frowy#broom,6,3.14
afoot,orate#lotas#taiko#ayont#about#adopt#amowt#afoot,8,3.21
sedan,roate#alien#sedan,3,2.73
tweet,oater#tiles#tuned#typey#theek#tweet,6,3.42
warty,orate#raits#carta#party#warty,5,2.93
junto,orate#volti#knots#punto#junto,5,2.68
bugle,orate#slice#lunge#guyle#bugle,5,3.43
fluke,roate#slice#blude#plume#kluge#fluke,6,3.62
dully,oater#lysin#cully#dully,4,3.02
farce,oater#raile#carse#farce,4,3.21
phone,roate#oldie#scone#phone,4,2.89
smart,oater#liart#scart#spart#smart,5,3.82
hussy,orate#lysin#cushy#husky#hussy,5,3.16
mango,roate#aloin#canso#panko#mango,5,3.31
badge,oater#maile#sayne#cadge#badge,5,2.73
ester,oater#liter#ester,3,3.11
moult,roate#toils#poult#moult,4,2.92
clown,oater#linos#clonk#clown,4,3.02
udder,oater#slier#under#udder,4,3.05
drill,roate#nirls#drily#drill,4,2.81
carat,roate#trial#scrat#curat#carat,5,3.16
maker,oater#laser#caner#hayer#fader#pager#maker,7,3.28
rabid,oater#laris#ranid#rapid#rabid,5,2.84
prose,oater#reoil#snore#prose,4,3.12
heron,oater#reoil#seron#heron,4,3.26
trial,roate#trial,2,3.93
askew,oater#alien#aches#absey#asked#askew,6,3.26
droop,orate#droil#drops#droop,4,3.41
baton,oater#matlo#datos#baton,4,2.78
ennui,roate#lenis#cunei#ennui,4,3.0
mauve,oater#maile#manse#mache#mauve,5,2.79
madam,orate#nails#gaucy#dawah#madam,5,4.78
butte,roate#blite#butte,3,2.99
junta,oater#alist#junta,3,2.94
trope,orate#trone#trode#trope,4,3.1
braid,roate#liars#drain#braid,4,3.02
dunce,roate#slice#dunce,3,2.86
tarot,oater#taros#taroc#tarok#tarot,5,2.8
fetus,orate#tiles#stens#fetus,4,3.21
demon,oater#eloin#meson#demon,4,2.97
gorge,oater#reoil#corse#morne#horde#porge#forge#gorge,8,3.6
irate,oater#alert#terai#irate,4,3.35
burly,oater#nirls#curly#hurly#murly#gurly#burly,7,3.91
bread,roate#ariel#ureas#cream#bread,5,3.22
super,roate#siler#sneer#spuer#super,5,3.25
risky,oater#nirls#risky,3,2.92
delay,oater#aisle#clean#pelau#delay,5,3.33
sally,roate#nails#sadly#sally,4,3.82
deuce,oater#liens#deuce,3,3.35
gross,roate#droil#crons#vrous#proms#brogs#groks#grows#gross,9,3.51
naval,oater#nails#nahal#naval,4,3.26
limbo,oater#lions#limbo,3,3.83
nadir,oater#lahar#sabir#nadir,4,3.61
vista,orate#laity#vista,3,3.23
drape,oater#lears#irade#drape,4,4.16
awoke,roate#anole#apode#amove#agoge#awoke,6,3.02
abate,roate#slate#enate#quate#amate#agate#abate,7,2.93
baste,orate#latte#waite#caste#haste#paste#baste,7,2.72
curry,oater#nirls#curdy#curvy#curry,5,3.41
egret,roate#liter#trues#mpret#egret,5,3.21
screw,roate#siler#syren#screw,4,4.13
scrap,oater#arils#scran#scray#scrap,5,3.69
react,roate#reast#react,3,3.0
jumbo,oater#noils#yucko#dumbo#gumbo#jumbo,6,3.0
baggy,oater#nails#gaucy#daggy#baggy,5,3.22
gloss,oater#loins#clous#ploys#gloms#globs#glows#gloss,8,2.93
scorn,oater#loirs#scorn,3,3.0
vivid,oater#lysin#cupid#bifid#vivid,5,3.5
regal,orate#rales#renal#recal#regal,5,3.11
guava,oater#snail#quack#guava,4,3.05
vogue,orate#locie#sonde#pouke#bogue#vogue,6,3.64
dairy,roate#arils#cairn#dairy,4,3.62
light,orate#tulsi#clint#light,4,3.27
broth,orate#grots#broth,3,3.0
abled,oater#alien#ables#abled,4,2.87
ether,roate#liter#steer#ether,4,3.17
thief,roate#islet#tined#thief,4,2.94
pouty,roate#volti#ponts#pouty,4,2.94
bacon,oater#paoli#canso#macon#bacon,5,3.05
waver,oater#laser#caner#hayer#fader#gaper#maker#barer#waver,9,3.09
layer,oater#laser#lacer#layer,4,3.44
token,orate#teloi#tones#token,4,3.94
mania,orate#anils#nicad#bunia#mania,5,3.47
zesty,oater#teils#sente#pesty#festy#zesty,6,3.87
value,orate#aisle#lance#value,4,2.91
toxic,oater#toils#tonic#topic#toxic,5,3.29
pound,roate#noils#poncy#pound,4,3.27
touch,roate#toils#towny#touch,4,4.51
cried,oater#riles#cried,3,4.21
leant,roate#least#leant,3,2.84
grief,oater#riles#cried#prief#grief,5,3.32
scent,roate#tiles#scent,3,3.88
jolly,orate#lions#could#holly#polly#molly#golly#folly#wolly#jolly,10,3.2
stein,orate#steil#stein,3,3.41
lemur,roate#slier#lemur,3,3.17
merge,orate#birle#nurse#perce#herye#merde#merge,7,3.03
merry,oater#liers#enurn#decry#herry#perry#merry,7,3.43
avert,oater#alert#apert#avert,4,3.17
unity,oater#lints#unity,3,4.01
shale,oater#aisle#scale#shale,4,3.98
sever,roate#liers#syren#super#seder#sefer#sewer#sever,8,3.28
sully,oater#lysin#sulky#sully,4,3.52
tunic,oater#lints#tunic,3,3.12
clear,oater#clear,2,4.51
blind,oater#lysin#cling#blind,4,3.34
haven,roate#alien#samen#dawen#haven,5,4.03
holly,orate#linos#could#hooly#holly,5,3.67
titan,roate#tails#titan,3,3.95
solid,oater#linos#soily#soldi#solid,5,3.25
aback,oater#snail#quack#kyack#whack#aback,6,3.13
choke,orate#locie#scone#chode#choke,5,3.16
rower,orate#reoil#rones#ropey#robed#romeo#roger#roker#rower,9,3.68
snaky,orate#snail#snack#snaky,4,3.13
knelt,roate#teils#knelt,3,3.2
worry,roate#loirs#yourn#cowry#worry,5,3.19
occur,oater#occur,2,4.08
stake,oater#telia#stane#stade#stage#stake,6,4.09
camel,orate#alien#laces#camel,4,4.18
crypt,oater#tirls#runty#crypt,4,3.76
forge,oater#reoil#corse#morne#horde#porge#forge,7,4.18
olive,orate#oldie#olive,3,3.2
swing,oater#lysin#incus#spink#swing,5,3.09
liken,orate#lenis#limen#liken,4,3.38
prove,oater#reoil#snore#crome#droke#grope#probe#prove,8,3.78
groin,oater#loris#proin#groin,4,3.5
water,roate#taler#cater#dater#hater#pater#mater#gater#water,9,3.53
detox,roate#teloi#seton#detox,4,3.18
sissy,oater#lysin#cissy#hissy#pissy#missy#kissy#sissy,8,3.7
parka,oater#lairs#carny#garum#daraf#parka,6,4.41
datum,oater#lathi#patus#datum,4,3.78
shrub,orate#nirls#scrum#syrup#shrug#shrub,6,3.12
wafer,roate#ariel#saner#pacer#hayer#fader#wafer,7,4.43
alarm,oater#liras#gnarl#clary#alarm,5,4.07
spank,orate#slain#scand#shank#spank,5,3.76
joust,roate#toils#souct#moust#joust,5,3.81
fluid,oater#lysin#civil#bluid#fluid,5,3.56
rugby,oater#nirls#crudy#rumpy#rugby,5,3.7
lithe,oater#istle#lithe,3,3.77
cacao,orate#aloin#codas#cacao,4,3.42
flash,oater#snail#clays#plash#blash#flash,6,3.26
spoil,orate#noils#sloid#spoil,4,3.16
filly,orate#lysin#icily#dimly#hiply#bigly#filly,7,3.79
sport,roate#triol#snort#short#sport,5,3.44
chump,roate#lysin#chump,3,3.05
queen,roate#lenis#queyn#queen,4,3.49
buggy,oater#lysin#duchy#bumpy#buggy,5,3.72
meaty,roate#leats#neath#peaty#meaty,5,4.07
fizzy,roate#lysin#juicy#dippy#miffy#figgy#fizzy,7,4.58
rerun,oater#riels#rerun,3,3.68
radio,oater#carol#radio,3,3.45
imply,oater#lysin#icily#imply,4,3.47
mushy,orate#lysin#cushy#pushy#mushy,5,4.0
labor,orate#solar#algor#labor,4,3.87
nerdy,orate#slier#quern#derny#nerdy,5,4.38
party,orate#raits#carta#party,4,3.98
drive,oater#riels#crine#pride#drive,5,3.78
curly,oater#nirls#curly,3,4.2
burst,oater#tirls#curst#durst#hurst#burst,6,3.43
stole,orate#toile#stole,3,3.53
heard,roate#lears#yearn#heard,4,3.36
sleet,roate#teils#slept#sleet,4,3.77
modal,oater#aloin#colas#joual#loyal#podal#modal,7,3.69
delve,roate#slice#lunge#phyle#delve,5,3.64
crass,orate#urali#crans#crays#craps#crams#crags#crabs#craws#crass,10,3.23
canon,roate#aloin#sayon#capon#caxon#cajon#canon,7,3.97
bison,oater#lions#bison,3,4.0
quote,oater#teloi#stone#quote,4,4.23
trend,oater#relit#stern#trend,4,4.13
renal,oater#reals#renal,3,4.49
biome,roate#oldie#pioye#biome,4,3.76
bevel,oater#silen#cluey#lemed#bevel,5,3.43
pause,roate#aisle#sayne#cause#hause#pause,6,3.35
slain,orate#slain,2,3.87
amble,oater#aisle#ancle#addle#ample#amble,6,3.95
pagan,orate#anils#nucha#pandy#pagan,5,3.88
known,oater#loins#uncoy#known,4,3.14
shore,orate#loure#kiore#snore#score#shore,6,4.23
twixt,oater#lints#cubit#whipt#twixt,5,3.88
dried,roate#leirs#ering#cried#pried#fried#wried#dried,8,4.31
owner,roate#oiler#oncer#owner,4,4.32
fever,oater#slier#nuder#cyber#pheer#merer#fewer#fever,8,4.53
gravy,oater#arils#franc#prahu#gravy,5,3.59
valet,orate#telia#salet#palet#valet,5,4.93
corny,oater#loirs#cornu#corny,4,3.65
cello,oater#eloin#socle#cello,4,3.7
guppy,orate#lysin#duchy#bumpy#guppy,5,4.15
slimy,orate#lysin#idyls#slimy,4,3.49
chute,roate#blite#sente#chute,4,3.24
tempo,roate#teloi#tenno#tempo,4,3.72
digit,oater#lints#tichy#digit,4,4.98
charm,oater#liars#unary#chard#charm,5,4.01
grant,oater#trail#drats#grant,4,4.01
shush,oater#lysin#ducks#smush#shush,5,6.1
flood,roate#linos#cymol#blood#flood,5,4.13
crept,roate#tiler#stern#crept,4,4.77
lager,roate#ariel#lares#lacer#layer#lader#lamer#lager,8,4.13
pique,orate#slice#indue#pique,4,3.5
obese,oater#olein#obeys#obese,4,3.47
elect,orate#teils#unlet#clept#elect,5,3.92
leave,roate#liane#lyase#leave,4,3.79
vocal,orate#aloin#colas#focal#vocal,5,4.05
match,roate#tails#natch#patch#match,5,3.82
windy,orate#lysin#mincy#dingy#kindy#windy,6,3.93
zebra,roate#ariel#earns#cedar#hejra#zebra,6,3.57
scuba,orate#nails#sumac#scuba,4,5.34
quilt,oater#lints#clipt#guilt#built#quilt,6,3.9
offer,oater#oiler#oncer#odder#omber#offer,6,4.8
begun,roate#lenis#begun,3,6.0
kitty,oater#liths#nitty#ditty#bitty#kitty,6,4.05
alter,roate#artel#alter,3,3.68
purse,orate#birle#nurse#curse#purse,5,3.57
moldy,roate#noils#locum#moldy,4,3.23
hunch,orate#lysin#dunch#punch#munch#bunch#hunch,7,3.47
shown,roate#lions#swoun#shown,4,3.79
saute,orate#latte#waite#caste#saute,5,3.62
beefy,roate#silen#heuch#kedgy#weepy#beefy,6,3.94
sting,roate#sluit#sting,3,4.61
mason,orate#aloin#sayon#mason,4,4.78
surly,oater#nirls#surly,3,3.72
cairn,roate#arils#cairn,3,4.46
phony,roate#lions#ycond#phony,4,3.65
among,orate#aloin#agons#among,4,4.46
easel,roate#alien#laces#salep#easel,5,3.73
surer,roate#siler#sneer#spuer#suber#surer,6,5.81
erupt,oater#relit#crest#erupt,4,4.34
endow,orate#solei#peony#endow,4,3.64
missy,orate#lysin#cissy#hissy#pissy#missy,6,3.63
ovate,oater#ovate,2,3.38
fancy,roate#nails#cajun#dancy#fancy,5,4.35
spell,orate#silen#seely#speld#spelk#spell,6,4.36
truck,roate#tirls#trunk#truck,4,3.63
forgo,orate#loirs#cornu#dormy#borgo#forgo,6,4.34
upset,oater#tiles#unset#upset,4,4.08
lunar,roate#lairs#lunar,3,4.14
syrup,oater#nirls#scrum#syrup,4,4.46
dream,roate#ariel#ureas#cream#dream,5,3.84
clank,roate#snail#clang#clank,4,4.09
harry,oater#lairs#carry#harry,4,5.09
hater,oater#later#cater#dater#hater,5,3.52
cadet,orate#telia#antes#cadet,4,4.3
berth,orate#recti#nerts#vertu#derth#berth,6,4.41
moron,oater#loris#cornu#moron,4,4.46
staid,roate#thali#stain#staid,4,4.04
giver,roate#liers#nicer#hider#piker#mixer#giber#giver,8,3.75
panel,oater#lanes#panel,3,4.13
tiara,roate#trail#tiars#tiara,4,3.67
toxin,oater#toils#tonic#toxin,4,4.08
mince,roate#slice#yince#mince,4,3.76
undue,oater#liens#dunce#undue,4,4.23
rebel,orate#slier#ruled#repel#rebel,5,3.99
lucky,orate#lysin#lucky,3,3.55
feign,roate#liens#cunei#deign#feign,5,4.53
comfy,oater#noils#coypu#comby#comfy,5,4.48
agate,oater#telia#stane#quate#amate#agate,6,4.06
godly,orate#noils#could#godly,4,3.87
ember,roate#leirs#unred#cyber#ember,5,4.16
micro,oater#loirs#inorb#micro,4,4.13
spook,oater#linos#scoop#spoom#spoof#spook,6,4.5
began,orate#alien#sedan#pecan#geyan#began,6,4.26
inter,oater#liter#inter,3,3.98
leaky,orate#elain#deals#leach#leafy#leaky,6,4.09
eager,oater#laser#caner#hayer#fader#pager#wager#jager#rager#eager,10,3.78
probe,roate#drole#irone#prose#probe,5,4.06
lumen,oater#silen#lumen,3,3.66
infer,oater#slier#nicer#infer,4,4.0
wight,oater#lints#tichy#dight#pight#might#bight#fight#kight#wight,10,4.04
label,roate#alien#laces#layed#lapel#label,6,4.67
cabal,oater#nails#lauch#calmy#cabal,5,3.91
fetid,oater#istle#ettin#metic#betid#fetid,6,3.74
strap,oater#trail#scrat#stray#strad#strap,6,4.17
tardy,orate#larnt#tarsi#tardy,4,3.78
track,oater#liart#trans#track,4,3.95
woman,oater#aloin#soman#woman,4,4.14
banjo,orate#aloin#canso#panko#mango#banjo,6,3.91
midst,roate#tulsi#ditsy#midst,4,4.41
plait,orate#thali#plait,3,5.2
nylon,roate#lions#gluon#pylon#nylon,5,4.64
petty,oater#istle#netty#petty,4,4.01
local,oater#aloin#colas#focal#vocal#local,6,4.41
brink,orate#vrils#briny#bring#brink,5,3.79
spasm,oater#slain#scaud#shaky#swamp#spasm,6,3.7
crook,roate#droil#crons#croup#cromb#crook,6,4.03
owing,roate#lions#chino#oping#owing,5,4.59
stork,orate#lirot#tours#story#storm#stork,6,4.99
moist,roate#toils#hoist#moist,4,3.85
ionic,orate#linos#yonic#monic#ionic,5,4.81
death,roate#leats#neath#death,4,4.39
swamp,roate#snail#scaud#shaky#swamp,5,3.97
koala,orate#loans#coaly#woald#koala,5,4.77
rebut,roate#relit#reset#recut#rebut,5,4.09
scree,oater#riles#syren#screw#scree,5,3.85
rover,oater#soler#goier#doner#coyer#fouer#hoper#mower#boxer#joker#rover,11,4.08
duchy,orate#lysin#duchy,3,4.18
droll,oater#loris#crool#proul#droll,5,3.99
axiom,orate#aloin#adios#axiom,4,5.2
mouth,roate#volti#ponts#couth#youth#mouth,6,4.43
fleet,roate#teils#lunet#gleet#fleet,5,4.33
tenor,roate#estro#tenor,3,5.04
loyal,roate#dolia#lomas#lohan#local#loyal,6,4.85
bigot,orate#toils#piton#dicot#bigot,5,4.25
terra,roate#alter#terai#terga#terra,5,4.84
cause,roate#aisle#sayne#cause,4,4.52
tidal,orate#tails#tical#tidal,4,4.11
robin,orate#loris#robin,3,4.29
hippy,roate#lysin#juicy#dippy#hippy,5,4.02
wharf,orate#rials#unary#chard#pharm#wharf,6,4.54
guess,oater#nelis#chems#queys#guess,5,4.45
setup,roate#islet#stend#setup,4,4.28
snipe,roate#slice#snide#snipe,4,4.15
motto,roate#volti#ponts#couth#dotty#motto,6,3.88
nasal,oater#nails#nasal,3,3.88
daisy,orate#nails#saick#daisy,4,4.22
visit,oater#lints#sicht#giust#visit,5,4.16
write,oater#relit#stire#trine#urite#write,6,4.75
twine,roate#istle#thine#twine,4,4.32
furor,oater#milor#sudor#furor,4,3.76
grind,oater#nirls#runic#briny#grind,5,4.49
icily,orate#lysin#icily,3,3.98
rogue,oater#reoil#rouse#rogue,4,4.16
scold,oater#linos#scold,3,4.07
waxen,oater#lanes#yamen#dawen#waken#waxen,6,3.88
amuse,oater#aisle#amuse,3,4.8
delta,roate#delta,2,3.95
acrid,oater#liras#agrin#auric#acrid,5,3.94
truth,roate#crits#truth,3,4.1
mummy,oater#lysin#duchy#bumpy#gummy#yummy#mummy,7,4.27
fella,roate#alien#selah#cella#fella,5,4.32
fetal,orate#telia#setal#petal#metal#fetal,6,4.49
